year,industry_code,value
1993.0,"3131  3133, 3141  3149",2400.0
1993.0,"3151  3159, 3161  3169",6200.0
1993.0,3211  3219,51700.0
1993.0,3221  3222,21300.0
1993.0,3231,7900.0
1993.0,3241,
1993.0,3251  3259,5000.0
1993.0,3261  3262,4700.0
1993.0,3271  3279,5400.0
1993.0,3311  3315,8400.0
1993.0,3321  3329,9000.0
1993.0,3331  3339,4200.0
1993.0,3341  3346,5000.0
1993.0,3351  3359,2100.0
1993.0,3361  3369,6900.0
1993.0,3361  3363,2600.0
1993.0,3364  3369,4300.0
1993.0,3371  3379,5500.0
1993.0,3391  3399,9900.0
1993.0,"3211  3219, 3271  3279, 3311  3399",108000.0
1993.0,"3111  3169, 3221  3262",69500.0
1993.0,41 & over,1285100.0
1993.0,4111  4543,270800.0
1993.0,4111  4191,62800.0
1993.0,4111,1900.0
1993.0,4121,
1993.0,4131  4133,11500.0
1993.0,4141  4145,8800.0
1993.0,4151  4153,5000.0
1993.0,4161  4163,10200.0
1993.0,4171  4179,13400.0
1993.0,"4181  4189, 4191",10700.0
1993.0,4411  4543,208000.0
1993.0,4411  4413,24100.0
1993.0,4421  4422,8200.0
1993.0,4431,8200.0
1993.0,4441  4442,16400.0
1993.0,4451  4453,44500.0
1993.0,4461,11600.0
1993.0,4471,12900.0
1993.0,4481  4483,19900.0
1993.0,4511  4513,9800.0
1993.0,4521  4529,30400.0
1993.0,4531  4539,15100.0
1993.0,4541  4543,6900.0
1993.0,4811  4931,100200.0
1993.0,4811  4922,95100.0
1993.0,4811  4812,12800.0
1993.0,4821,11800.0
1993.0,4831  4832,5700.0
1993.0,4841  4842,28300.0
1993.0,4851  4859,9300.0
1993.0,4861  4869,
1993.0,"4871  4879 , 4881  4889",9500.0
1993.0,4911,12000.0
1993.0,4921  4922,5200.0
1993.0,4931,5100.0
1993.0,5211  5331,114600.0
1993.0,"5211, 5221  5223",38600.0
1993.0,5231  5239,8400.0
1993.0,"5241  5242, 5261  5269",21600.0
1993.0,5311  5313,35600.0
1993.0,"5321  5324, 5331",10500.0
1993.0,5411  5419,96600.0
1993.0,5411,18200.0
1993.0,5412,17100.0
1993.0,5413  5414,27900.0
1993.0,5415,7800.0
1993.0,5416  5417,14900.0
1993.0,5418,5800.0
1993.0,5419,5000.0
1993.0,5511  5629,46000.0
1993.0,5613,2400.0
1993.0,5614,3200.0
1993.0,5615,5900.0
1993.0,5616,6800.0
1993.0,5617,21900.0
1993.0,"5511, 5611  5612, 5619",3300.0
1993.0,5621  5629,2500.0
1993.0,6111  6117,113800.0
1993.0,6111,76900.0
1993.0,6112,9000.0
1993.0,6113,17700.0
1993.0,6114  6117,10200.0
1993.0,6211  6244,165400.0
1993.0,6211  6219,41500.0
1993.0,6220,66100.0
1993.0,6230,23400.0
1993.0,6241  6244,34300.0
1993.0,"5111  5191, 7111  7139",66900.0
1993.0,"5111  5112, 5161",9800.0
1993.0,5121  5122,3400.0
1993.0,"5151  5152, 5171  5179",21500.0
1993.0,5181  5191,4300.0
1993.0,7111  7115,11600.0
1993.0,7121,
1993.0,7131  7139,15200.0
1993.0,7211  7225,117500.0
1993.0,7211  7213,34300.0
1993.0,7221  7224,83200.0
1993.0,8111  8141,93500.0
1993.0,8111  8114,36100.0
1993.0,8121  8129,23700.0
1993.0,8131  8139,21700.0
1993.0,8141,12000.0
1993.0,9110  9191,99800.0
1993.0,"9110, 9111",33600.0
1993.0,9120,29000.0
1993.0,"9130, 9141, 9191",37200.0
1994.0,0,1743200.0
1994.0,"11,21,22,23,31,32,33",401500.0
1994.0,"1100  1129, 1151  1152",29800.0
1994.0,1111  1119,13300.0
1994.0,1121  1129,13800.0
1994.0,1100,2000.0
1994.0,1151  1152,
1994.0,"1131  1142, 1153, 2100  2131",49500.0
1994.0,"1131  1133, 1153",31100.0
1994.0,1141  1142,6300.0
1994.0,2100  2131,12100.0
1994.0,2111,2200.0
1994.0,"2121  2123, 2100",6500.0
1994.0,2131,3400.0
1994.0,2211  2213,12500.0
1994.0,2361  2389,125700.0
1994.0,23612362,32600.0
1994.0,2361,25100.0
1994.0,2362,7500.0
1994.0,23712379,14900.0
1994.0,2371,1500.0
1994.0,2372,1800.0
1994.0,2373,9800.0
1994.0,2379,1700.0
1994.0,2381  2389,78300.0
1994.0,2381,17500.0
1994.0,2382,20300.0
1994.0,2383,18900.0
1994.0,2389,21600.0
1994.0,3111  3399,184000.0
1994.0,3111  3119,25000.0
1994.0,3121  3122,1700.0
1994.0,"3131  3133, 3141  3149",1500.0
1994.0,"3151  3159, 3161  3169",6100.0
1994.0,3211  3219,51500.0
1994.0,3221  3222,21300.0
1994.0,3231,9700.0
1994.0,3241,
1994.0,3251  3259,5100.0
1994.0,3261  3262,4700.0
1994.0,3271  3279,3800.0
1994.0,3311  3315,8900.0
1994.0,3321  3329,9100.0
1994.0,3331  3339,4400.0
1994.0,3341  3346,6600.0
1994.0,3351  3359,4000.0
1994.0,3361  3369,8000.0
1994.0,3361  3363,4700.0
1994.0,3364  3369,3300.0
1994.0,3371  3379,5100.0
1994.0,3391  3399,6300.0
1994.0,"3211  3219, 3271  3279, 3311  3399",107700.0
1994.0,"3111  3169, 3221  3262",76400.0
1994.0,41 & over,1341700.0
1994.0,4111  4543,283600.0
1994.0,4111  4191,62700.0
1994.0,4111,
1994.0,4121,
1994.0,4131  4133,13800.0
1994.0,4141  4145,5200.0
1994.0,4151  4153,3700.0
1994.0,4161  4163,9900.0
1994.0,4171  4179,16200.0
1994.0,"4181  4189, 4191",11700.0
1994.0,4411  4543,220900.0
1994.0,4411  4413,27700.0
1994.0,4421  4422,11000.0
1994.0,4431,8500.0
1994.0,4441  4442,13500.0
1994.0,4451  4453,48300.0
1994.0,4461,12600.0
1994.0,4471,12800.0
1994.0,4481  4483,19900.0
1994.0,4511  4513,8700.0
1994.0,4521  4529,31700.0
1994.0,4531  4539,19700.0
1994.0,4541  4543,6300.0
1994.0,4811  4931,98500.0
1994.0,4811  4922,95100.0
1994.0,4811  4812,15000.0
1994.0,4821,9900.0
1994.0,4831  4832,9600.0
1994.0,4841  4842,25000.0
1994.0,4851  4859,8400.0
1994.0,4861  4869,
1994.0,"4871  4879 , 4881  4889",11000.0
1994.0,4911,10700.0
1994.0,4921  4922,5200.0
1994.0,4931,3400.0
1994.0,5211  5331,117100.0
1994.0,"5211, 5221  5223",37900.0
1994.0,5231  5239,10300.0
1994.0,"5241  5242, 5261  5269",24600.0
1994.0,5311  5313,34800.0
1994.0,"5321  5324, 5331",9400.0
1994.0,5411  5419,101300.0
1994.0,5411,19800.0
1994.0,5412,11700.0
1994.0,5413  5414,32500.0
1994.0,5415,10900.0
1994.0,5416  5417,12600.0
1994.0,5418,8800.0
1994.0,5419,5000.0
1994.0,5511  5629,52600.0
1994.0,5613,1900.0
1994.0,5614,3500.0
1994.0,5615,7800.0
1994.0,5616,7600.0
1994.0,5617,25300.0
1994.0,"5511, 5611  5612, 5619",4000.0
1994.0,5621  5629,2500.0
1994.0,6111  6117,121800.0
1994.0,6111,76800.0
1994.0,6112,13000.0
1994.0,6113,18700.0
1994.0,6114  6117,13300.0
1994.0,6211  6244,172900.0
1994.0,6211  6219,41400.0
1994.0,6220,63300.0
1994.0,6230,23500.0
1994.0,6241  6244,44700.0
1994.0,"5111  5191, 7111  7139",77800.0
1994.0,"5111  5112, 5161",9800.0
1994.0,5121  5122,4700.0
1994.0,"5151  5152, 5171  5179",21200.0
1994.0,5181  5191,5300.0
1994.0,7111  7115,13400.0
1994.0,7121,2800.0
1994.0,7131  7139,20500.0
1994.0,7211  7225,126800.0
1994.0,7211  7213,35600.0
1994.0,7221  7224,91200.0
1994.0,8111  8141,91500.0
1994.0,8111  8114,32100.0
1994.0,8121  8129,25100.0
1994.0,8131  8139,20800.0
1994.0,8141,13500.0
1994.0,9110  9191,97700.0
1994.0,"9110, 9111",32400.0
1994.0,9120,33100.0
1994.0,"9130, 9141, 9191",32200.0
1995.0,0,1785600.0
1995.0,"11,21,22,23,31,32,33",405100.0
1995.0,"1100  1129, 1151  1152",25700.0
1995.0,1111  1119,14100.0
1995.0,1121  1129,9000.0
1995.0,1100,
1995.0,1151  1152,1500.0
1995.0,"1131  1142, 1153, 2100  2131",54800.0
1995.0,"1131  1133, 1153",36100.0
1995.0,1141  1142,4500.0
1995.0,2100  2131,14200.0
1995.0,2111,1700.0
1995.0,"2121  2123, 2100",9600.0
1995.0,2131,2900.0
1995.0,2211  2213,10600.0
1995.0,2361  2389,126000.0
1995.0,23612362,28400.0
1995.0,2361,21000.0
1995.0,2362,7400.0
1995.0,23712379,16700.0
1995.0,2371,3100.0
1995.0,2372,2700.0
1995.0,2373,9400.0
1995.0,2379,1500.0
1995.0,2381  2389,80900.0
1995.0,2381,15200.0
1995.0,2382,20800.0
1995.0,2383,22600.0
1995.0,2389,22400.0
1995.0,3111  3399,188100.0
1995.0,3111  3119,19100.0
1995.0,3121  3122,2900.0
1995.0,"3131  3133, 3141  3149",2700.0
1995.0,"3151  3159, 3161  3169",5900.0
1995.0,3211  3219,45600.0
1995.0,3221  3222,23800.0
1995.0,3231,8700.0
1995.0,3241,
1995.0,3251  3259,6600.0
1995.0,3261  3262,6500.0
1995.0,3271  3279,5500.0
1995.0,3311  3315,11700.0
1995.0,3321  3329,10200.0
1995.0,3331  3339,6900.0
1995.0,3341  3346,6900.0
1995.0,3351  3359,3000.0
1995.0,3361  3369,9000.0
1995.0,3361  3363,3800.0
1995.0,3364  3369,5200.0
1995.0,3371  3379,5800.0
1995.0,3391  3399,6100.0
1995.0,"3211  3219, 3271  3279, 3311  3399",110700.0
1995.0,"3111  3169, 3221  3262",77400.0
1995.0,41 & over,1380500.0
1995.0,4111  4543,294000.0
1995.0,4111  4191,64700.0
1995.0,4111,
1995.0,4121,
1995.0,4131  4133,15700.0
1995.0,4141  4145,8600.0
1995.0,4151  4153,4300.0
1995.0,4161  4163,7100.0
1995.0,4171  4179,14900.0
1995.0,"4181  4189, 4191",11600.0
1995.0,4411  4543,229300.0
1995.0,4411  4413,21500.0
1995.0,4421  4422,10200.0
1995.0,4431,8200.0
1995.0,4441  4442,18700.0
1995.0,4451  4453,56100.0
1995.0,4461,15300.0
1995.0,4471,10500.0
1995.0,4481  4483,19100.0
1995.0,4511  4513,12900.0
1995.0,4521  4529,29900.0
1995.0,4531  4539,19000.0
1995.0,4541  4543,7800.0
1995.0,4811  4931,97100.0
1995.0,4811  4922,93600.0
1995.0,4811  4812,16300.0
1995.0,4821,7600.0
1995.0,4831  4832,5900.0
1995.0,4841  4842,22500.0
1995.0,4851  4859,11600.0
1995.0,4861  4869,
1995.0,"4871  4879 , 4881  4889",10200.0
1995.0,4911,11000.0
1995.0,4921  4922,8000.0
1995.0,4931,3500.0
1995.0,5211  5331,116700.0
1995.0,"5211, 5221  5223",38800.0
1995.0,5231  5239,9000.0
1995.0,"5241  5242, 5261  5269",22200.0
1995.0,5311  5313,37000.0
1995.0,"5321  5324, 5331",9700.0
1995.0,5411  5419,104100.0
1995.0,5411,20300.0
1995.0,5412,15300.0
1995.0,5413  5414,30700.0
1995.0,5415,11100.0
1995.0,5416  5417,15100.0
1995.0,5418,7300.0
1995.0,5419,4400.0
1995.0,5511  5629,55800.0
1995.0,5613,3600.0
1995.0,5614,5400.0
1995.0,5615,7600.0
1995.0,5616,6800.0
1995.0,5617,27100.0
1995.0,"5511, 5611  5612, 5619",2700.0
1995.0,5621  5629,2700.0
1995.0,6111  6117,124100.0
1995.0,6111,80900.0
1995.0,6112,10700.0
1995.0,6113,18500.0
1995.0,6114  6117,14000.0
1995.0,6211  6244,179000.0
1995.0,6211  6219,47200.0
1995.0,6220,64200.0
1995.0,6230,24500.0
1995.0,6241  6244,43100.0
1995.0,"5111  5191, 7111  7139",84300.0
1995.0,"5111  5112, 5161",10200.0
1995.0,5121  5122,7600.0
1995.0,"5151  5152, 5171  5179",26300.0
1995.0,5181  5191,4600.0
1995.0,7111  7115,13200.0
1995.0,7121,2800.0
1995.0,7131  7139,19500.0
1995.0,7211  7225,134400.0
1995.0,7211  7213,29500.0
1995.0,7221  7224,104800.0
1995.0,8111  8141,89000.0
1995.0,8111  8114,32700.0
1995.0,8121  8129,20100.0
1995.0,8131  8139,19400.0
1995.0,8141,16800.0
1995.0,9110  9191,102100.0
1995.0,"9110, 9111",31800.0
1995.0,9120,37300.0
1995.0,"9130, 9141, 9191",33000.0
1996.0,0,1813400.0
1996.0,"11,21,22,23,31,32,33",408800.0
1996.0,"1100  1129, 1151  1152",30300.0
1996.0,1111  1119,13400.0
1996.0,1121  1129,12200.0
1996.0,1100,2200.0
1996.0,1151  1152,2500.0
1996.0,"1131  1142, 1153, 2100  2131",54700.0
1996.0,"1131  1133, 1153",32000.0
1996.0,1141  1142,5200.0
1996.0,2100  2131,17500.0
1996.0,2111,1600.0
1996.0,"2121  2123, 2100",12800.0
1996.0,2131,3200.0
1996.0,2211  2213,10300.0
1996.0,2361  2389,120000.0
1996.0,23612362,29200.0
1996.0,2361,19300.0
1996.0,2362,10000.0
1996.0,23712379,14700.0
1996.0,2371,4300.0
1996.0,2372,2800.0
1996.0,2373,5900.0
1996.0,2379,1800.0
1996.0,2381  2389,76000.0
1996.0,2381,16500.0
1996.0,2382,20700.0
1996.0,2383,20200.0
1996.0,2389,18600.0
1996.0,3111  3399,193500.0
1996.0,3111  3119,21200.0
1996.0,3121  3122,2600.0
1996.0,"3131  3133, 3141  3149",2300.0
1996.0,"3151  3159, 3161  3169",6600.0
1996.0,3211  3219,45100.0
1996.0,3221  3222,22900.0
1996.0,3231,11500.0
1996.0,3241,1800.0
1996.0,3251  3259,7200.0
1996.0,3261  3262,4500.0
1996.0,3271  3279,7200.0
1996.0,3311  3315,11400.0
1996.0,3321  3329,9200.0
1996.0,3331  3339,6300.0
1996.0,3341  3346,6000.0
1996.0,3351  3359,3800.0
1996.0,3361  3369,8800.0
1996.0,3361  3363,3400.0
1996.0,3364  3369,5500.0
1996.0,3371  3379,6200.0
1996.0,3391  3399,8800.0
1996.0,"3211  3219, 3271  3279, 3311  3399",112800.0
1996.0,"3111  3169, 3221  3262",80700.0
1996.0,41 & over,1404700.0
1996.0,4111  4543,291200.0
1996.0,4111  4191,67000.0
1996.0,4111,
1996.0,4121,
1996.0,4131  4133,13100.0
1996.0,4141  4145,8100.0
1996.0,4151  4153,5200.0
1996.0,4161  4163,7700.0
1996.0,4171  4179,17200.0
1996.0,"4181  4189, 4191",13200.0
1996.0,4411  4543,224100.0
1996.0,4411  4413,24800.0
1996.0,4421  4422,7800.0
1996.0,4431,8700.0
1996.0,4441  4442,16600.0
1996.0,4451  4453,54000.0
1996.0,4461,16000.0
1996.0,4471,12200.0
1996.0,4481  4483,20100.0
1996.0,4511  4513,10700.0
1996.0,4521  4529,28500.0
1996.0,4531  4539,18100.0
1996.0,4541  4543,6600.0
1996.0,4811  4931,100000.0
1996.0,4811  4922,96600.0
1996.0,4811  4812,14800.0
1996.0,4821,7200.0
1996.0,4831  4832,6100.0
1996.0,4841  4842,27400.0
1996.0,4851  4859,12200.0
1996.0,4861  4869,
1996.0,"4871  4879 , 4881  4889",10800.0
1996.0,4911,9100.0
1996.0,4921  4922,8300.0
1996.0,4931,3400.0
1996.0,5211  5331,122400.0
1996.0,"5211, 5221  5223",40800.0
1996.0,5231  5239,9700.0
1996.0,"5241  5242, 5261  5269",23800.0
1996.0,5311  5313,38200.0
1996.0,"5321  5324, 5331",9800.0
1996.0,5411  5419,107300.0
1996.0,5411,18600.0
1996.0,5412,14000.0
1996.0,5413  5414,33500.0
1996.0,5415,12300.0
1996.0,5416  5417,15600.0
1996.0,5418,7500.0
1996.0,5419,5800.0
1996.0,5511  5629,60000.0
1996.0,5613,2800.0
1996.0,5614,6400.0
1996.0,5615,12200.0
1996.0,5616,7600.0
1996.0,5617,25600.0
1996.0,"5511, 5611  5612, 5619",3600.0
1996.0,5621  5629,1800.0
1996.0,6111  6117,118200.0
1996.0,6111,75500.0
1996.0,6112,10400.0
1996.0,6113,17400.0
1996.0,6114  6117,14900.0
1996.0,6211  6244,185300.0
1996.0,6211  6219,45000.0
1996.0,6220,60000.0
1996.0,6230,31100.0
1996.0,6241  6244,49100.0
1996.0,"5111  5191, 7111  7139",83200.0
1996.0,"5111  5112, 5161",11500.0
1996.0,5121  5122,6600.0
1996.0,"5151  5152, 5171  5179",22600.0
1996.0,5181  5191,4200.0
1996.0,7111  7115,14700.0
1996.0,7121,2900.0
1996.0,7131  7139,20600.0
1996.0,7211  7225,140000.0
1996.0,7211  7213,31100.0
1996.0,7221  7224,108900.0
1996.0,8111  8141,90700.0
1996.0,8111  8114,34500.0
1996.0,8121  8129,21300.0
1996.0,8131  8139,20200.0
1996.0,8141,14800.0
1996.0,9110  9191,106400.0
1996.0,"9110, 9111",36700.0
1996.0,9120,35700.0
1996.0,"9130, 9141, 9191",34100.0
1997.0,0,1859900.0
1997.0,"11,21,22,23,31,32,33",419100.0
1997.0,"1100  1129, 1151  1152",33000.0
1997.0,1111  1119,13500.0
1997.0,1121  1129,15200.0
1997.0,1100,2600.0
1997.0,1151  1152,1600.0
1997.0,"1131  1142, 1153, 2100  2131",55200.0
1997.0,"1131  1133, 1153",32900.0
1997.0,1141  1142,5500.0
1997.0,2100  2131,16800.0
1997.0,2111,1600.0
1997.0,"2121  2123, 2100",10600.0
1997.0,2131,4600.0
1997.0,2211  2213,10000.0
1997.0,2361  2389,124100.0
1997.0,23612362,25200.0
1997.0,2361,17500.0
1997.0,2362,7700.0
1997.0,23712379,16000.0
1997.0,2371,3200.0
1997.0,2372,2400.0
1997.0,2373,8200.0
1997.0,2379,2100.0
1997.0,2381  2389,82900.0
1997.0,2381,13900.0
1997.0,2382,22900.0
1997.0,2383,25500.0
1997.0,2389,20700.0
1997.0,3111  3399,196800.0
1997.0,3111  3119,22200.0
1997.0,3121  3122,3000.0
1997.0,"3131  3133, 3141  3149",
1997.0,"3151  3159, 3161  3169",4000.0
1997.0,3211  3219,47000.0
1997.0,3221  3222,22900.0
1997.0,3231,9600.0
1997.0,3241,1800.0
1997.0,3251  3259,3900.0
1997.0,3261  3262,7400.0
1997.0,3271  3279,5800.0
1997.0,3311  3315,9100.0
1997.0,3321  3329,10600.0
1997.0,3331  3339,8600.0
1997.0,3341  3346,6900.0
1997.0,3351  3359,3500.0
1997.0,3361  3369,12900.0
1997.0,3361  3363,4500.0
1997.0,3364  3369,8400.0
1997.0,3371  3379,5600.0
1997.0,3391  3399,10500.0
1997.0,"3211  3219, 3271  3279, 3311  3399",120600.0
1997.0,"3111  3169, 3221  3262",76200.0
1997.0,41 & over,1440800.0
1997.0,4111  4543,299800.0
1997.0,4111  4191,71300.0
1997.0,4111,
1997.0,4121,1600.0
1997.0,4131  4133,15500.0
1997.0,4141  4145,8700.0
1997.0,4151  4153,4700.0
1997.0,4161  4163,9500.0
1997.0,4171  4179,16600.0
1997.0,"4181  4189, 4191",13400.0
1997.0,4411  4543,228500.0
1997.0,4411  4413,24400.0
1997.0,4421  4422,10200.0
1997.0,4431,9800.0
1997.0,4441  4442,14500.0
1997.0,4451  4453,50900.0
1997.0,4461,15500.0
1997.0,4471,12900.0
1997.0,4481  4483,19300.0
1997.0,4511  4513,11700.0
1997.0,4521  4529,29100.0
1997.0,4531  4539,22100.0
1997.0,4541  4543,8200.0
1997.0,4811  4931,107700.0
1997.0,4811  4922,101800.0
1997.0,4811  4812,15900.0
1997.0,4821,7400.0
1997.0,4831  4832,7500.0
1997.0,4841  4842,27100.0
1997.0,4851  4859,12800.0
1997.0,4861  4869,
1997.0,"4871  4879 , 4881  4889",13200.0
1997.0,4911,7900.0
1997.0,4921  4922,9300.0
1997.0,4931,5900.0
1997.0,5211  5331,125800.0
1997.0,"5211, 5221  5223",45100.0
1997.0,5231  5239,10700.0
1997.0,"5241  5242, 5261  5269",26700.0
1997.0,5311  5313,32900.0
1997.0,"5321  5324, 5331",10400.0
1997.0,5411  5419,113200.0
1997.0,5411,19500.0
1997.0,5412,13500.0
1997.0,5413  5414,32000.0
1997.0,5415,16800.0
1997.0,5416  5417,18500.0
1997.0,5418,7200.0
1997.0,5419,5600.0
1997.0,5511  5629,62000.0
1997.0,5613,2900.0
1997.0,5614,5400.0
1997.0,5615,10300.0
1997.0,5616,9600.0
1997.0,5617,29800.0
1997.0,"5511, 5611  5612, 5619",2100.0
1997.0,5621  5629,1800.0
1997.0,6111  6117,119900.0
1997.0,6111,73800.0
1997.0,6112,11900.0
1997.0,6113,19100.0
1997.0,6114  6117,15200.0
1997.0,6211  6244,191800.0
1997.0,6211  6219,46200.0
1997.0,6220,66700.0
1997.0,6230,30300.0
1997.0,6241  6244,48600.0
1997.0,"5111  5191, 7111  7139",88500.0
1997.0,"5111  5112, 5161",11000.0
1997.0,5121  5122,6700.0
1997.0,"5151  5152, 5171  5179",28500.0
1997.0,5181  5191,4600.0
1997.0,7111  7115,14600.0
1997.0,7121,2400.0
1997.0,7131  7139,20800.0
1997.0,7211  7225,142400.0
1997.0,7211  7213,31800.0
1997.0,7221  7224,110600.0
1997.0,8111  8141,90500.0
1997.0,8111  8114,31900.0
1997.0,8121  8129,26800.0
1997.0,8131  8139,18100.0
1997.0,8141,13700.0
1997.0,9110  9191,99100.0
1997.0,"9110, 9111",33600.0
1997.0,9120,31600.0
1997.0,"9130, 9141, 9191",33800.0
1998.0,0,1857700.0
1998.0,"11,21,22,23,31,32,33",408800.0
1998.0,"1100  1129, 1151  1152",32600.0
1998.0,1111  1119,16900.0
1998.0,1121  1129,12400.0
1998.0,1100,1600.0
1998.0,1151  1152,1600.0
1998.0,"1131  1142, 1153, 2100  2131",51500.0
1998.0,"1131  1133, 1153",30200.0
1998.0,1141  1142,3400.0
1998.0,2100  2131,17900.0
1998.0,2111,3000.0
1998.0,"2121  2123, 2100",10100.0
1998.0,2131,4800.0
1998.0,2211  2213,11300.0
1998.0,2361  2389,118700.0
1998.0,23612362,23100.0
1998.0,2361,16200.0
1998.0,2362,6900.0
1998.0,23712379,15600.0
1998.0,2371,2800.0
1998.0,2372,2200.0
1998.0,2373,9800.0
1998.0,2379,
1998.0,2381  2389,80100.0
1998.0,2381,15000.0
1998.0,2382,20700.0
1998.0,2383,21800.0
1998.0,2389,22600.0
1998.0,3111  3399,194600.0
1998.0,3111  3119,21700.0
1998.0,3121  3122,3700.0
1998.0,"3131  3133, 3141  3149",2600.0
1998.0,"3151  3159, 3161  3169",6200.0
1998.0,3211  3219,45300.0
1998.0,3221  3222,22500.0
1998.0,3231,8400.0
1998.0,3241,
1998.0,3251  3259,6500.0
1998.0,3261  3262,5300.0
1998.0,3271  3279,5400.0
1998.0,3311  3315,8700.0
1998.0,3321  3329,10300.0
1998.0,3331  3339,8800.0
1998.0,3341  3346,8100.0
1998.0,3351  3359,2900.0
1998.0,3361  3369,12700.0
1998.0,3361  3363,4600.0
1998.0,3364  3369,8100.0
1998.0,3371  3379,5600.0
1998.0,3391  3399,8900.0
1998.0,"3211  3219, 3271  3279, 3311  3399",116600.0
1998.0,"3111  3169, 3221  3262",78000.0
1998.0,41 & over,1448900.0
1998.0,4111  4543,292300.0
1998.0,4111  4191,61800.0
1998.0,4111,
1998.0,4121,
1998.0,4131  4133,12000.0
1998.0,4141  4145,7500.0
1998.0,4151  4153,4200.0
1998.0,4161  4163,7800.0
1998.0,4171  4179,17100.0
1998.0,"4181  4189, 4191",11100.0
1998.0,4411  4543,230600.0
1998.0,4411  4413,22300.0
1998.0,4421  4422,8000.0
1998.0,4431,10000.0
1998.0,4441  4442,13000.0
1998.0,4451  4453,55800.0
1998.0,4461,19100.0
1998.0,4471,11600.0
1998.0,4481  4483,22300.0
1998.0,4511  4513,12600.0
1998.0,4521  4529,26100.0
1998.0,4531  4539,21600.0
1998.0,4541  4543,8200.0
1998.0,4811  4931,104500.0
1998.0,4811  4922,101300.0
1998.0,4811  4812,16700.0
1998.0,4821,9600.0
1998.0,4831  4832,7100.0
1998.0,4841  4842,26200.0
1998.0,4851  4859,13600.0
1998.0,4861  4869,
1998.0,"4871  4879 , 4881  4889",10600.0
1998.0,4911,9200.0
1998.0,4921  4922,8100.0
1998.0,4931,3200.0
1998.0,5211  5331,122000.0
1998.0,"5211, 5221  5223",39900.0
1998.0,5231  5239,12300.0
1998.0,"5241  5242, 5261  5269",23600.0
1998.0,5311  5313,38300.0
1998.0,"5321  5324, 5331",7900.0
1998.0,5411  5419,123800.0
1998.0,5411,17000.0
1998.0,5412,20600.0
1998.0,5413  5414,33900.0
1998.0,5415,18700.0
1998.0,5416  5417,19200.0
1998.0,5418,7900.0
1998.0,5419,6500.0
1998.0,5511  5629,65200.0
1998.0,5613,3800.0
1998.0,5614,6400.0
1998.0,5615,9400.0
1998.0,5616,9200.0
1998.0,5617,31800.0
1998.0,"5511, 5611  5612, 5619",2500.0
1998.0,5621  5629,2100.0
1998.0,6111  6117,117300.0
1998.0,6111,70100.0
1998.0,6112,10700.0
1998.0,6113,21400.0
1998.0,6114  6117,15100.0
1998.0,6211  6244,196800.0
1998.0,6211  6219,46600.0
1998.0,6220,65500.0
1998.0,6230,27100.0
1998.0,6241  6244,57600.0
1998.0,"5111  5191, 7111  7139",94400.0
1998.0,"5111  5112, 5161",12900.0
1998.0,5121  5122,6100.0
1998.0,"5151  5152, 5171  5179",30500.0
1998.0,5181  5191,5400.0
1998.0,7111  7115,20000.0
1998.0,7121,1600.0
1998.0,7131  7139,17800.0
1998.0,7211  7225,147000.0
1998.0,7211  7213,33800.0
1998.0,7221  7224,113200.0
1998.0,8111  8141,92300.0
1998.0,8111  8114,34900.0
1998.0,8121  8129,25400.0
1998.0,8131  8139,18100.0
1998.0,8141,13900.0
1998.0,9110  9191,93200.0
1998.0,"9110, 9111",29000.0
1998.0,9120,29100.0
1998.0,"9130, 9141, 9191",35000.0
1999.0,0,1893700.0
1999.0,"11,21,22,23,31,32,33",391900.0
1999.0,"1100  1129, 1151  1152",28700.0
1999.0,1111  1119,14200.0
1999.0,1121  1129,11500.0
1999.0,1100,
1999.0,1151  1152,2000.0
1999.0,"1131  1142, 1153, 2100  2131",48500.0
1999.0,"1131  1133, 1153",29900.0
1999.0,1141  1142,3800.0
1999.0,2100  2131,14800.0
1999.0,2111,1500.0
1999.0,"2121  2123, 2100",9800.0
1999.0,2131,3600.0
1999.0,2211  2213,11200.0
1999.0,2361  2389,113600.0
1999.0,23612362,26200.0
1999.0,2361,18000.0
1999.0,2362,8200.0
1999.0,23712379,15300.0
1999.0,2371,2700.0
1999.0,2372,2100.0
1999.0,2373,7900.0
1999.0,2379,2600.0
1999.0,2381  2389,72100.0
1999.0,2381,15300.0
1999.0,2382,21700.0
1999.0,2383,19700.0
1999.0,2389,15400.0
1999.0,3111  3399,190000.0
1999.0,3111  3119,18100.0
1999.0,3121  3122,3300.0
1999.0,"3131  3133, 3141  3149",2100.0
1999.0,"3151  3159, 3161  3169",7200.0
1999.0,3211  3219,44700.0
1999.0,3221  3222,22100.0
1999.0,3231,8800.0
1999.0,3241,
1999.0,3251  3259,6800.0
1999.0,3261  3262,5000.0
1999.0,3271  3279,5400.0
1999.0,3311  3315,9400.0
1999.0,3321  3329,12300.0
1999.0,3331  3339,8000.0
1999.0,3341  3346,7900.0
1999.0,3351  3359,3700.0
1999.0,3361  3369,12800.0
1999.0,3361  3363,7200.0
1999.0,3364  3369,5600.0
1999.0,3371  3379,5300.0
1999.0,3391  3399,6500.0
1999.0,"3211  3219, 3271  3279, 3311  3399",115900.0
1999.0,"3111  3169, 3221  3262",74100.0
1999.0,41 & over,1501700.0
1999.0,4111  4543,305800.0
1999.0,4111  4191,79200.0
1999.0,4111,
1999.0,4121,
1999.0,4131  4133,11600.0
