state,region,year,value
Rio Grande do Norte,Oeste Potiguar,2010,9360849.9
Rio Grande do Norte,Oeste Potiguar,2011,11322304.05
Rio Grande do Norte,Oeste Potiguar,2012,12780971.69
Rio Grande do Norte,Oeste Potiguar,2013,13885856.78
Rio Grande do Norte,Oeste Potiguar,2014,14023487.79
Rio Grande do Norte,Oeste Potiguar,2015,13369030.84
Rio Grande do Norte,Oeste Potiguar,2016,12924711.87
Rio Grande do Norte,Oeste Potiguar,2017,14010591.91
Rio Grande do Norte,Central Potiguar,2002,1325931.41
Rio Grande do Norte,Central Potiguar,2003,1434717.29
Rio Grande do Norte,Central Potiguar,2004,1728351.67
Rio Grande do Norte,Central Potiguar,2005,1974896.78
Rio Grande do Norte,Central Potiguar,2006,2298131.69
Rio Grande do Norte,Central Potiguar,2007,2615214.96
Rio Grande do Norte,Central Potiguar,2008,3030839.58
Rio Grande do Norte,Central Potiguar,2009,3069655.36
Rio Grande do Norte,Central Potiguar,2010,3691987.7
Rio Grande do Norte,Central Potiguar,2011,3802307.18
Rio Grande do Norte,Central Potiguar,2012,4099358.01
Rio Grande do Norte,Central Potiguar,2013,4534107.33
Rio Grande do Norte,Central Potiguar,2014,5334052.18
Rio Grande do Norte,Central Potiguar,2015,6137473.85
Rio Grande do Norte,Central Potiguar,2016,6695225.65
Rio Grande do Norte,Central Potiguar,2017,7310584.15
Rio Grande do Norte,Agreste Potiguar,2002,836194.79
Rio Grande do Norte,Agreste Potiguar,2003,950418.28
Rio Grande do Norte,Agreste Potiguar,2004,1103421.46
Rio Grande do Norte,Agreste Potiguar,2005,1230890.48
Rio Grande do Norte,Agreste Potiguar,2006,1360067.37
Rio Grande do Norte,Agreste Potiguar,2007,1607143.43
Rio Grande do Norte,Agreste Potiguar,2008,1756427.59
Rio Grande do Norte,Agreste Potiguar,2009,1967491.63
Rio Grande do Norte,Agreste Potiguar,2010,2186558.46
Rio Grande do Norte,Agreste Potiguar,2011,2599522.93
Rio Grande do Norte,Agreste Potiguar,2012,3202742.38
Rio Grande do Norte,Agreste Potiguar,2013,3544671.27
Rio Grande do Norte,Agreste Potiguar,2014,3804123.75
Rio Grande do Norte,Agreste Potiguar,2015,4425656.55
Rio Grande do Norte,Agreste Potiguar,2016,5010592.37
Rio Grande do Norte,Agreste Potiguar,2017,5392532.55
Rio Grande do Norte,Leste Potiguar,2002,7495659.43
Rio Grande do Norte,Leste Potiguar,2003,8222873.19
Rio Grande do Norte,Leste Potiguar,2004,9272029.88
Rio Grande do Norte,Leste Potiguar,2005,10713084.23
Rio Grande do Norte,Leste Potiguar,2006,12545814.9
Rio Grande do Norte,Leste Potiguar,2007,14779915.05
Rio Grande do Norte,Leste Potiguar,2008,15964907.51
Rio Grande do Norte,Leste Potiguar,2009,18105558.52
Rio Grande do Norte,Leste Potiguar,2010,20945106.31
Rio Grande do Norte,Leste Potiguar,2011,23268790.75
Rio Grande do Norte,Leste Potiguar,2012,26329136.28
Rio Grande do Norte,Leste Potiguar,2013,29553821.18
Rio Grande do Norte,Leste Potiguar,2014,30860920.19
Rio Grande do Norte,Leste Potiguar,2015,33318705.59
Rio Grande do Norte,Leste Potiguar,2016,35046858.96
Rio Grande do Norte,Leste Potiguar,2017,37580837.95
Paraíba,Sertão Paraibano,2002,1897824.92
Paraíba,Sertão Paraibano,2003,2220615.61
Paraíba,Sertão Paraibano,2004,2427722.87
Paraíba,Sertão Paraibano,2005,2697239.83
Paraíba,Sertão Paraibano,2006,3185747.01
Paraíba,Sertão Paraibano,2007,3485459.62
Paraíba,Sertão Paraibano,2008,4174529.83
Paraíba,Sertão Paraibano,2009,4733575.87
Paraíba,Sertão Paraibano,2010,5155122.28
Paraíba,Sertão Paraibano,2011,5703424.67
Paraíba,Sertão Paraibano,2012,6361961.12
Paraíba,Sertão Paraibano,2013,7089312.99
Paraíba,Sertão Paraibano,2014,8163027.18
Paraíba,Sertão Paraibano,2015,8766821.88
Paraíba,Sertão Paraibano,2016,9466627.23
Paraíba,Sertão Paraibano,2017,10038910.23
Paraíba,Borborema,2002,587428.42
Paraíba,Borborema,2003,679646.74
Paraíba,Borborema,2004,745897.54
Paraíba,Borborema,2005,857240.48
Paraíba,Borborema,2006,979281.54
Paraíba,Borborema,2007,1086547.21
Paraíba,Borborema,2008,1272432.85
Paraíba,Borborema,2009,1440762.44
Paraíba,Borborema,2010,1576300.35
Paraíba,Borborema,2011,1721933.46
Paraíba,Borborema,2012,1918907.47
Paraíba,Borborema,2013,2155085.11
Paraíba,Borborema,2014,2448258.8
Paraíba,Borborema,2015,2725329.89
Paraíba,Borborema,2016,2887120.49
Paraíba,Borborema,2017,3103475.98
Paraíba,Agreste Paraibano,2002,3488001.98
Paraíba,Agreste Paraibano,2003,4177325.18
Paraíba,Agreste Paraibano,2004,4506323.92
Paraíba,Agreste Paraibano,2005,5099464.28
Paraíba,Agreste Paraibano,2006,6021654.21
Paraíba,Agreste Paraibano,2007,6616347.16
Paraíba,Agreste Paraibano,2008,7626615.99
Paraíba,Agreste Paraibano,2009,8517012.15
Paraíba,Agreste Paraibano,2010,9476491.3
Paraíba,Agreste Paraibano,2011,10485244.88
Paraíba,Agreste Paraibano,2012,11828820.0
Paraíba,Agreste Paraibano,2013,12854014.12
Paraíba,Agreste Paraibano,2014,14456806.86
Paraíba,Agreste Paraibano,2015,15488761.01
Paraíba,Agreste Paraibano,2016,16413775.04
Paraíba,Agreste Paraibano,2017,17104079.35
Paraíba,Mata Paraibana,2002,6773765.87
Paraíba,Mata Paraibana,2003,7660332.01
Paraíba,Mata Paraibana,2004,8077887.21
Paraíba,Mata Paraibana,2005,8903281.74
Paraíba,Mata Paraibana,2006,10651333.6
Paraíba,Mata Paraibana,2007,11721457.47
Paraíba,Mata Paraibana,2008,13815994.4
Paraíba,Mata Paraibana,2009,15539055.65
Paraíba,Mata Paraibana,2010,17314577.76
Paraíba,Mata Paraibana,2011,19198533.66
Paraíba,Mata Paraibana,2012,22378660.62
Paraíba,Mata Paraibana,2013,24278887.05
Paraíba,Mata Paraibana,2014,27868390.24
Paraíba,Mata Paraibana,2015,29160977.49
Paraíba,Mata Paraibana,2016,30337258.65
Paraíba,Mata Paraibana,2017,32140321.08
Pernambuco,Sertão Pernambucano,2002,2041760.47
Pernambuco,Sertão Pernambucano,2003,2190805.09
Pernambuco,Sertão Pernambucano,2004,2403414.93
Pernambuco,Sertão Pernambucano,2005,2774908.39
Pernambuco,Sertão Pernambucano,2006,3213772.0
Pernambuco,Sertão Pernambucano,2007,3558191.78
Pernambuco,Sertão Pernambucano,2008,4197287.1
Pernambuco,Sertão Pernambucano,2009,4780896.91
Pernambuco,Sertão Pernambucano,2010,5868762.67
Pernambuco,Sertão Pernambucano,2011,6584002.14
Pernambuco,Sertão Pernambucano,2012,7321422.97
Pernambuco,Sertão Pernambucano,2013,7925518.33
Pernambuco,Sertão Pernambucano,2014,9021953.08
Pernambuco,Sertão Pernambucano,2015,8989848.93
Pernambuco,Sertão Pernambucano,2016,9697328.1
Pernambuco,Sertão Pernambucano,2017,10396180.72
Pernambuco,São Francisco Pernambucano,2002,2114224.22
Pernambuco,São Francisco Pernambucano,2003,2565401.88
Pernambuco,São Francisco Pernambucano,2004,2864890.81
Pernambuco,São Francisco Pernambucano,2005,3174077.43
Pernambuco,São Francisco Pernambucano,2006,3352421.47
Pernambuco,São Francisco Pernambucano,2007,3693522.37
Pernambuco,São Francisco Pernambucano,2008,4270899.1
Pernambuco,São Francisco Pernambucano,2009,4623725.37
Pernambuco,São Francisco Pernambucano,2010,5939521.35
Pernambuco,São Francisco Pernambucano,2011,6366006.78
Pernambuco,São Francisco Pernambucano,2012,7520857.47
Pernambuco,São Francisco Pernambucano,2013,7609970.64
Pernambuco,São Francisco Pernambucano,2014,8371688.38
Pernambuco,São Francisco Pernambucano,2015,8947850.16
Pernambuco,São Francisco Pernambucano,2016,9352922.52
Pernambuco,São Francisco Pernambucano,2017,9956692.65
Pernambuco,Agreste Pernambucano,2002,4862581.55
Pernambuco,Agreste Pernambucano,2003,5331610.88
Pernambuco,Agreste Pernambucano,2004,6356486.0
Pernambuco,Agreste Pernambucano,2005,7285318.8
Pernambuco,Agreste Pernambucano,2006,8372901.28
Pernambuco,Agreste Pernambucano,2007,9514656.45
Pernambuco,Agreste Pernambucano,2008,10904066.03
Pernambuco,Agreste Pernambucano,2009,11969843.68
Pernambuco,Agreste Pernambucano,2010,14557465.21
Pernambuco,Agreste Pernambucano,2011,16662356.68
Pernambuco,Agreste Pernambucano,2012,19598678.49
Pernambuco,Agreste Pernambucano,2013,21657551.39
Pernambuco,Agreste Pernambucano,2014,24350088.0
Pernambuco,Agreste Pernambucano,2015,24949415.07
Pernambuco,Agreste Pernambucano,2016,26905287.66
Pernambuco,Agreste Pernambucano,2017,29692597.54
Pernambuco,Mata Pernambucana,2002,3711537.41
Pernambuco,Mata Pernambucana,2003,4107547.42
Pernambuco,Mata Pernambucana,2004,4512604.69
Pernambuco,Mata Pernambucana,2005,5053651.99
Pernambuco,Mata Pernambucana,2006,5685140.25
Pernambuco,Mata Pernambucana,2007,6120996.49
Pernambuco,Mata Pernambucana,2008,6886975.37
Pernambuco,Mata Pernambucana,2009,7974833.01
Pernambuco,Mata Pernambucana,2010,9896289.62
Pernambuco,Mata Pernambucana,2011,11091648.11
Pernambuco,Mata Pernambucana,2012,12633892.34
Pernambuco,Mata Pernambucana,2013,13942993.78
Pernambuco,Mata Pernambucana,2014,16545758.08
Pernambuco,Mata Pernambucana,2015,18514106.62
Pernambuco,Mata Pernambucana,2016,21224097.75
Pernambuco,Mata Pernambucana,2017,25838069.73
Pernambuco,Metropolitana de Recife,2002,23325927.98
Pernambuco,Metropolitana de Recife,2003,24620480.02
Pernambuco,Metropolitana de Recife,2004,28845287.68
Pernambuco,Metropolitana de Recife,2005,31952368.59
Pernambuco,Metropolitana de Recife,2006,34861058.02
Pernambuco,Metropolitana de Recife,2007,39571957.91
Pernambuco,Metropolitana de Recife,2008,44154710.94
Pernambuco,Metropolitana de Recife,2009,50411659.1
Pernambuco,Metropolitana de Recife,2010,60927721.64
Pernambuco,Metropolitana de Recife,2011,69457545.25
Pernambuco,Metropolitana de Recife,2012,80914192.08
Pernambuco,Metropolitana de Recife,2013,90014217.66
Pernambuco,Metropolitana de Recife,2014,96853160.39
Pernambuco,Metropolitana de Recife,2015,95562446.76
Pernambuco,Metropolitana de Recife,2016,100165395.2
Pernambuco,Metropolitana de Recife,2017,105667101.4
Alagoas,Sertão Alagoano,2002,888907.82
Alagoas,Sertão Alagoano,2003,853339.33
Alagoas,Sertão Alagoano,2004,1046657.5
Alagoas,Sertão Alagoano,2005,1189559.3
Alagoas,Sertão Alagoano,2006,1327055.88
Alagoas,Sertão Alagoano,2007,1497874.43
Alagoas,Sertão Alagoano,2008,1682214.95
Alagoas,Sertão Alagoano,2009,1728246.78
Alagoas,Sertão Alagoano,2010,1893456.91
Alagoas,Sertão Alagoano,2011,2257982.37
Alagoas,Sertão Alagoano,2012,2565797.39
Alagoas,Sertão Alagoano,2013,2819240.32
Alagoas,Sertão Alagoano,2014,3012297.11
Alagoas,Sertão Alagoano,2015,3294465.2
Alagoas,Sertão Alagoano,2016,3442752.02
Alagoas,Sertão Alagoano,2017,3662152.61
Alagoas,Agreste Alagoano,2002,1572880.96
Alagoas,Agreste Alagoano,2003,1602477.97
Alagoas,Agreste Alagoano,2004,1764287.83
Alagoas,Agreste Alagoano,2005,1982695.22
Alagoas,Agreste Alagoano,2006,2235175.16
Alagoas,Agreste Alagoano,2007,2594682.84
Alagoas,Agreste Alagoano,2008,2983718.85
Alagoas,Agreste Alagoano,2009,3368691.83
Alagoas,Agreste Alagoano,2010,3827720.95
Alagoas,Agreste Alagoano,2011,4301837.16
Alagoas,Agreste Alagoano,2012,5342746.07
Alagoas,Agreste Alagoano,2013,5775039.54
Alagoas,Agreste Alagoano,2014,6460599.26
Alagoas,Agreste Alagoano,2015,7598188.91
Alagoas,Agreste Alagoano,2016,7722088.75
Alagoas,Agreste Alagoano,2017,8367189.75
Alagoas,Leste Alagoano,2002,9075064.11
Alagoas,Leste Alagoano,2003,10168212.91
Alagoas,Leste Alagoano,2004,11233962.13
Alagoas,Leste Alagoano,2005,12312266.93
Alagoas,Leste Alagoano,2006,13833439.91
Alagoas,Leste Alagoano,2007,15778708.65
Alagoas,Leste Alagoano,2008,17596360.8
Alagoas,Leste Alagoano,2009,19085448.91
Alagoas,Leste Alagoano,2010,21411860.01
Alagoas,Leste Alagoano,2011,25097501.21
Alagoas,Leste Alagoano,2012,26741854.01
Alagoas,Leste Alagoano,2013,28688249.26
Alagoas,Leste Alagoano,2014,31502097.64
Alagoas,Leste Alagoano,2015,35474556.5
Alagoas,Leste Alagoano,2016,38303900.14
Alagoas,Leste Alagoano,2017,40814125.81
Sergipe,Sertão Sergipano,2002,1367412.13
Sergipe,Sertão Sergipano,2003,1645178.57
Sergipe,Sertão Sergipano,2004,1839046.9
Sergipe,Sertão Sergipano,2005,1808727.77
Sergipe,Sertão Sergipano,2006,1838254.31
Sergipe,Sertão Sergipano,2007,2093667.14
Sergipe,Sertão Sergipano,2008,2582691.41
Sergipe,Sertão Sergipano,2009,2496569.52
Sergipe,Sertão Sergipano,2010,3270038.33
Sergipe,Sertão Sergipano,2011,3222462.86
Sergipe,Sertão Sergipano,2012,3575474.54
Sergipe,Sertão Sergipano,2013,2583244.29
Sergipe,Sertão Sergipano,2014,2863619.73
Sergipe,Sertão Sergipano,2015,3557537.5
Sergipe,Sertão Sergipano,2016,3581696.88
Sergipe,Sertão Sergipano,2017,4269932.68
Sergipe,Agreste Sergipano,2002,1324736.11
Sergipe,Agreste Sergipano,2003,1538633.45
Sergipe,Agreste Sergipano,2004,1634981.35
Sergipe,Agreste Sergipano,2005,1766245.87
Sergipe,Agreste Sergipano,2006,2059577.9
Sergipe,Agreste Sergipano,2007,2273171.51
Sergipe,Agreste Sergipano,2008,2687660.13
Sergipe,Agreste Sergipano,2009,2890375.79
Sergipe,Agreste Sergipano,2010,3355725.53
Sergipe,Agreste Sergipano,2011,3716210.39
Sergipe,Agreste Sergipano,2012,4247302.05
Sergipe,Agreste Sergipano,2013,4972504.88
Sergipe,Agreste Sergipano,2014,5321750.97
Sergipe,Agreste Sergipano,2015,5668385.65
Sergipe,Agreste Sergipano,2016,5910251.83
Sergipe,Agreste Sergipano,2017,6536703.33
Sergipe,Leste Sergipano,2002,7640345.66
Sergipe,Leste Sergipano,2003,8565761.68
Sergipe,Leste Sergipano,2004,9862229.74
Sergipe,Leste Sergipano,2005,10855144.86
Sergipe,Leste Sergipano,2006,12521965.63
Sergipe,Leste Sergipano,2007,13851611.0
Sergipe,Leste Sergipano,2008,16148026.46
Sergipe,Leste Sergipano,2009,16320297.93
Sergipe,Leste Sergipano,2010,19779129.36
Sergipe,Leste Sergipano,2011,22169598.6
Sergipe,Leste Sergipano,2012,25030404.21
Sergipe,Leste Sergipano,2013,27780236.9
Sergipe,Leste Sergipano,2014,29287060.8
Sergipe,Leste Sergipano,2015,29330607.31
Sergipe,Leste Sergipano,2016,29385489.77
Sergipe,Leste Sergipano,2017,29897130.01
Bahia,Extremo Oeste Baiano,2002,3252669.04
Bahia,Extremo Oeste Baiano,2003,4215214.1
Bahia,Extremo Oeste Baiano,2004,5751516.09
Bahia,Extremo Oeste Baiano,2005,5285313.36
Bahia,Extremo Oeste Baiano,2006,4943127.87
Bahia,Extremo Oeste Baiano,2007,6581637.67
Bahia,Extremo Oeste Baiano,2008,7999888.54
Bahia,Extremo Oeste Baiano,2009,8115035.08
Bahia,Extremo Oeste Baiano,2010,7766683.21
Bahia,Extremo Oeste Baiano,2011,10218494.85
Bahia,Extremo Oeste Baiano,2012,13265770.39
Bahia,Extremo Oeste Baiano,2013,13170080.74
Bahia,Extremo Oeste Baiano,2014,15429847.18
Bahia,Extremo Oeste Baiano,2015,17182843.99
Bahia,Extremo Oeste Baiano,2016,14496599.99
Bahia,Extremo Oeste Baiano,2017,17804016.35
Bahia,Vale São-Franciscano da Bahia,2002,3352053.43
Bahia,Vale São-Franciscano da Bahia,2003,3652685.7
Bahia,Vale São-Franciscano da Bahia,2004,3797769.46
Bahia,Vale São-Franciscano da Bahia,2005,3887202.8
Bahia,Vale São-Franciscano da Bahia,2006,4469852.47
Bahia,Vale São-Franciscano da Bahia,2007,5464237.05
Bahia,Vale São-Franciscano da Bahia,2008,6318895.44
Bahia,Vale São-Franciscano da Bahia,2009,5938045.06
Bahia,Vale São-Franciscano da Bahia,2010,7172320.84
Bahia,Vale São-Franciscano da Bahia,2011,7510508.74
Bahia,Vale São-Franciscano da Bahia,2012,8681953.6
Bahia,Vale São-Franciscano da Bahia,2013,8333984.78
Bahia,Vale São-Franciscano da Bahia,2014,9525900.53
Bahia,Vale São-Franciscano da Bahia,2015,10850314.38
Bahia,Vale São-Franciscano da Bahia,2016,11668187.16
Bahia,Vale São-Franciscano da Bahia,2017,13113542.83
Bahia,Centro Norte Baiano,2002,5755505.3
Bahia,Centro Norte Baiano,2003,6572553.83
Bahia,Centro Norte Baiano,2004,7370383.13
Bahia,Centro Norte Baiano,2005,8445593.23
Bahia,Centro Norte Baiano,2006,9498078.87
Bahia,Centro Norte Baiano,2007,10740216.35
Bahia,Centro Norte Baiano,2008,12456346.3
Bahia,Centro Norte Baiano,2009,14558136.67
Bahia,Centro Norte Baiano,2010,16764558.84
Bahia,Centro Norte Baiano,2011,18894502.76
Bahia,Centro Norte Baiano,2012,20920094.89
Bahia,Centro Norte Baiano,2013,24535138.4
Bahia,Centro Norte Baiano,2014,26744115.49
Bahia,Centro Norte Baiano,2015,28588751.2
Bahia,Centro Norte Baiano,2016,31502044.76
Bahia,Centro Norte Baiano,2017,33332700.35
Bahia,Nordeste Baiano,2002,4051644.81
Bahia,Nordeste Baiano,2003,4409630.74
Bahia,Nordeste Baiano,2004,4896541.36
Bahia,Nordeste Baiano,2005,5776778.59
Bahia,Nordeste Baiano,2006,6640883.19
Bahia,Nordeste Baiano,2007,7691250.03
Bahia,Nordeste Baiano,2008,8246068.11
Bahia,Nordeste Baiano,2009,8629058.55
Bahia,Nordeste Baiano,2010,10080852.54
Bahia,Nordeste Baiano,2011,11131940.46
Bahia,Nordeste Baiano,2012,12354196.18
Bahia,Nordeste Baiano,2013,14285081.76
Bahia,Nordeste Baiano,2014,14449578.85
Bahia,Nordeste Baiano,2015,15588862.83
Bahia,Nordeste Baiano,2016,16503849.03
Bahia,Nordeste Baiano,2017,17070456.36
Bahia,Metropolitana de Salvador,2002,28849285.84
Bahia,Metropolitana de Salvador,2003,33070474.69
Bahia,Metropolitana de Salvador,2004,38965392.53
Bahia,Metropolitana de Salvador,2005,45724825.22
Bahia,Metropolitana de Salvador,2006,48307436.05
Bahia,Metropolitana de Salvador,2007,54439405.37
Bahia,Metropolitana de Salvador,2008,59148081.78
Bahia,Metropolitana de Salvador,2009,70516354.84
Bahia,Metropolitana de Salvador,2010,77140855.59
Bahia,Metropolitana de Salvador,2011,79804249.66
Bahia,Metropolitana de Salvador,2012,83715238.5
Bahia,Metropolitana de Salvador,2013,95509410.14
Bahia,Metropolitana de Salvador,2014,105017049.8
Bahia,Metropolitana de Salvador,2015,115583685.7
Bahia,Metropolitana de Salvador,2016,124767679.2
Bahia,Metropolitana de Salvador,2017,126372468.2
Bahia,Centro Sul Baiano,2002,5842222.4
Bahia,Centro Sul Baiano,2003,6462200.42
Bahia,Centro Sul Baiano,2004,7267448.97
Bahia,Centro Sul Baiano,2005,8359218.4
Bahia,Centro Sul Baiano,2006,9435990.49
Bahia,Centro Sul Baiano,2007,10427087.52
Bahia,Centro Sul Baiano,2008,11586714.83
Bahia,Centro Sul Baiano,2009,13294875.57
Bahia,Centro Sul Baiano,2010,15415117.17
Bahia,Centro Sul Baiano,2011,17329577.94
Bahia,Centro Sul Baiano,2012,18844361.43
Bahia,Centro Sul Baiano,2013,21403667.17
Bahia,Centro Sul Baiano,2014,24184192.85
Bahia,Centro Sul Baiano,2015,26311324.58
Bahia,Centro Sul Baiano,2016,28281857.66
Bahia,Centro Sul Baiano,2017,29275513.48
Bahia,Sul Baiano,2002,7739595.12
Bahia,Sul Baiano,2003,8791467.39
Bahia,Sul Baiano,2004,9882673.17
Bahia,Sul Baiano,2005,10812951.03
Bahia,Sul Baiano,2006,12052433.01
Bahia,Sul Baiano,2007,13985693.55
Bahia,Sul Baiano,2008,15911459.64
Bahia,Sul Baiano,2009,16890974.89
Bahia,Sul Baiano,2010,20079159.2
Bahia,Sul Baiano,2011,21713542.49
Bahia,Sul Baiano,2012,24790915.07
Bahia,Sul Baiano,2013,27606910.54
Bahia,Sul Baiano,2014,28579281.5
Bahia,Sul Baiano,2015,30937906.98
Bahia,Sul Baiano,2016,31518752.46
Bahia,Sul Baiano,2017,31692143.25
Minas Gerais,Noroeste de Minas,2002,1946581.87
Minas Gerais,Noroeste de Minas,2003,2458158.21
Minas Gerais,Noroeste de Minas,2004,2816065.04
Minas Gerais,Noroeste de Minas,2005,3122131.03
Minas Gerais,Noroeste de Minas,2006,3068414.31
Minas Gerais,Noroeste de Minas,2007,3546352.79
Minas Gerais,Noroeste de Minas,2008,4317592.85
Minas Gerais,Noroeste de Minas,2009,4588977.67
Minas Gerais,Noroeste de Minas,2010,5700623.48
Minas Gerais,Noroeste de Minas,2011,7306713.75
Minas Gerais,Noroeste de Minas,2012,8481246.47
Minas Gerais,Noroeste de Minas,2013,9286909.85
Minas Gerais,Noroeste de Minas,2014,9497898.68
Minas Gerais,Noroeste de Minas,2015,9907193.39
Minas Gerais,Noroeste de Minas,2016,11748167.19
Minas Gerais,Noroeste de Minas,2017,11780836.17
Minas Gerais,Norte de Minas,2002,4925639.92
Minas Gerais,Norte de Minas,2003,5702454.18
Minas Gerais,Norte de Minas,2004,6663008.24
Minas Gerais,Norte de Minas,2005,7641482.19
Minas Gerais,Norte de Minas,2006,8433857.18
Minas Gerais,Norte de Minas,2007,9685512.69
Minas Gerais,Norte de Minas,2008,10963946.38
Minas Gerais,Norte de Minas,2009,11455165.57
Minas Gerais,Norte de Minas,2010,13261610.16
Minas Gerais,Norte de Minas,2011,15205872.94
Minas Gerais,Norte de Minas,2012,18948238.97
Minas Gerais,Norte de Minas,2013,19128049.0
Minas Gerais,Norte de Minas,2014,20861547.38
Minas Gerais,Norte de Minas,2015,21276028.43
Minas Gerais,Norte de Minas,2016,23687031.8
Minas Gerais,Norte de Minas,2017,24397466.18
Minas Gerais,Jequitinhonha,2002,1494961.81
Minas Gerais,Jequitinhonha,2003,1815413.56
Minas Gerais,Jequitinhonha,2004,1913440.11
Minas Gerais,Jequitinhonha,2005,2153660.45
Minas Gerais,Jequitinhonha,2006,2373117.51
Minas Gerais,Jequitinhonha,2007,2714893.28
Minas Gerais,Jequitinhonha,2008,3079269.4
Minas Gerais,Jequitinhonha,2009,3314082.3
Minas Gerais,Jequitinhonha,2010,3868211.16
Minas Gerais,Jequitinhonha,2011,4388750.38
Minas Gerais,Jequitinhonha,2012,4928430.17
Minas Gerais,Jequitinhonha,2013,5564605.46
Minas Gerais,Jequitinhonha,2014,6482145.05
Minas Gerais,Jequitinhonha,2015,6962604.67
Minas Gerais,Jequitinhonha,2016,6923692.45
Minas Gerais,Jequitinhonha,2017,7396707.77
Minas Gerais,Vale do Mucuri,2002,1139635.89
Minas Gerais,Vale do Mucuri,2003,1276063.37
Minas Gerais,Vale do Mucuri,2004,1422369.54
Minas Gerais,Vale do Mucuri,2005,1624241.39
Minas Gerais,Vale do Mucuri,2006,1833680.14
Minas Gerais,Vale do Mucuri,2007,2051080.29
Minas Gerais,Vale do Mucuri,2008,2420585.66
Minas Gerais,Vale do Mucuri,2009,2673440.39
Minas Gerais,Vale do Mucuri,2010,3172354.43
Minas Gerais,Vale do Mucuri,2011,3400341.15
Minas Gerais,Vale do Mucuri,2012,3686885.02
Minas Gerais,Vale do Mucuri,2013,4108173.38
Minas Gerais,Vale do Mucuri,2014,4518088.19
Minas Gerais,Vale do Mucuri,2015,4829082.09
Minas Gerais,Vale do Mucuri,2016,5048017.97
Minas Gerais,Vale do Mucuri,2017,5039920.3
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2002,17947436.33
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2003,21862672.89
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2004,25800031.28
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2005,27278699.94
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2006,30853192.67
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2007,34219926.57
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2008,40446403.04
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2009,43030611.39
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2010,51462247.61
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2011,57955756.49
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2012,65694547.36
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2013,71658691.78
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2014,78247417.2
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2015,83002153.69
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2016,91388875.1
Minas Gerais,Triângulo Mineiro/Alto Paranaíba,2017,94203821.51
Minas Gerais,Central Mineira,2002,2105118.94
Minas Gerais,Central Mineira,2003,2469695.69
Minas Gerais,Central Mineira,2004,3067255.36
Minas Gerais,Central Mineira,2005,3345778.88
Minas Gerais,Central Mineira,2006,4007360.86
Minas Gerais,Central Mineira,2007,4372741.28
Minas Gerais,Central Mineira,2008,4457020.65
Minas Gerais,Central Mineira,2009,4731768.84
Minas Gerais,Central Mineira,2010,5426710.02
Minas Gerais,Central Mineira,2011,6000118.55
Minas Gerais,Central Mineira,2012,6693733.24
Minas Gerais,Central Mineira,2013,7718889.07
Minas Gerais,Central Mineira,2014,8243774.05
Minas Gerais,Central Mineira,2015,9027410.59
Minas Gerais,Central Mineira,2016,9538466.11
Minas Gerais,Central Mineira,2017,10247989.01
Minas Gerais,Metropolitana de Belo Horizonte,2002,52374015.29
Minas Gerais,Metropolitana de Belo Horizonte,2003,60795283.59
Minas Gerais,Metropolitana de Belo Horizonte,2004,71802492.26
Minas Gerais,Metropolitana de Belo Horizonte,2005,80335005.86
Minas Gerais,Metropolitana de Belo Horizonte,2006,90914532.86
Minas Gerais,Metropolitana de Belo Horizonte,2007,105126590.4
Minas Gerais,Metropolitana de Belo Horizonte,2008,124733450.5
Minas Gerais,Metropolitana de Belo Horizonte,2009,127738997.9
Minas Gerais,Metropolitana de Belo Horizonte,2010,160497850.2
Minas Gerais,Metropolitana de Belo Horizonte,2011,182774152.2
Minas Gerais,Metropolitana de Belo Horizonte,2012,199649078.9
Minas Gerais,Metropolitana de Belo Horizonte,2013,222833072.3
Minas Gerais,Metropolitana de Belo Horizonte,2014,228301469.7
Minas Gerais,Metropolitana de Belo Horizonte,2015,216830135.5
Minas Gerais,Metropolitana de Belo Horizonte,2016,217498198.4
Minas Gerais,Metropolitana de Belo Horizonte,2017,231185085.5
Minas Gerais,Vale do Rio Doce,2002,9204001.35
Minas Gerais,Vale do Rio Doce,2003,10563566.54
Minas Gerais,Vale do Rio Doce,2004,13497805.95
Minas Gerais,Vale do Rio Doce,2005,14088277.05
Minas Gerais,Vale do Rio Doce,2006,15696762.04
Minas Gerais,Vale do Rio Doce,2007,17955665.29
Minas Gerais,Vale do Rio Doce,2008,19583084.91
Minas Gerais,Vale do Rio Doce,2009,18483190.55
Minas Gerais,Vale do Rio Doce,2010,21285723.41
