year,month,region,state,job_type,jobs
2009,2,Norte,Rondônia,Alimentação,980
2009,2,Norte,Rondônia,Transporte Terrestre,433
2009,2,Norte,Rondônia,Transporte Aquaviário,66
2009,2,Norte,Rondônia,Transporte Aéreo,124
2009,2,Norte,Rondônia,Aluguel de Transportes,100
2009,2,Norte,Rondônia,Agência de Viagem,294
2009,2,Norte,Rondônia,Cultura e Lazer,19
2009,2,Norte,Roraima,Alojamento,208
2009,2,Norte,Roraima,Alimentação,300
2009,2,Norte,Roraima,Transporte Terrestre,53
2009,2,Norte,Roraima,Transporte Aquaviário,0
2009,2,Norte,Roraima,Transporte Aéreo,109
2009,2,Norte,Roraima,Aluguel de Transportes,24
2009,2,Norte,Roraima,Agência de Viagem,74
2009,2,Norte,Roraima,Cultura e Lazer,8
2009,2,Norte,Tocantins,Alojamento,684
2009,2,Norte,Tocantins,Alimentação,616
2009,2,Norte,Tocantins,Transporte Terrestre,219
2009,2,Norte,Tocantins,Transporte Aquaviário,74
2009,2,Norte,Tocantins,Transporte Aéreo,132
2009,2,Norte,Tocantins,Aluguel de Transportes,59
2009,2,Norte,Tocantins,Agência de Viagem,119
2009,2,Norte,Tocantins,Cultura e Lazer,15
2009,2,Sudeste,Espírito Santo,Alojamento,3498
2009,2,Sudeste,Espírito Santo,Alimentação,5393
2009,2,Sudeste,Espírito Santo,Transporte Terrestre,5063
2009,2,Sudeste,Espírito Santo,Transporte Aquaviário,8
2009,2,Sudeste,Espírito Santo,Transporte Aéreo,351
2009,2,Sudeste,Espírito Santo,Aluguel de Transportes,354
2009,2,Sudeste,Espírito Santo,Agência de Viagem,569
2009,2,Sudeste,Espírito Santo,Cultura e Lazer,79
2009,2,Sudeste,Minas Gerais,Alojamento,19277
2009,2,Sudeste,Minas Gerais,Alimentação,24744
2009,2,Sudeste,Minas Gerais,Transporte Terrestre,24066
2009,2,Sudeste,Minas Gerais,Transporte Aquaviário,2
2009,2,Sudeste,Minas Gerais,Transporte Aéreo,2016
2009,2,Sudeste,Minas Gerais,Aluguel de Transportes,1590
2009,2,Sudeste,Minas Gerais,Agência de Viagem,2687
2009,2,Sudeste,Minas Gerais,Cultura e Lazer,747
2009,2,Sudeste,Rio de Janeiro,Alojamento,23255
2009,2,Sudeste,Rio de Janeiro,Alimentação,37767
2009,2,Sudeste,Rio de Janeiro,Transporte Terrestre,32998
2009,2,Sudeste,Rio de Janeiro,Transporte Aquaviário,288
2009,2,Sudeste,Rio de Janeiro,Transporte Aéreo,4825
2009,2,Sudeste,Rio de Janeiro,Aluguel de Transportes,1479
2009,2,Sudeste,Rio de Janeiro,Agência de Viagem,5560
2009,2,Sudeste,Rio de Janeiro,Cultura e Lazer,1083
2009,2,Sudeste,São Paulo,Alojamento,42638
2009,2,Sudeste,São Paulo,Alimentação,93038
2009,2,Sudeste,São Paulo,Transporte Terrestre,51706
2009,2,Sudeste,São Paulo,Transporte Aquaviário,37
2009,2,Sudeste,São Paulo,Transporte Aéreo,25475
2009,2,Sudeste,São Paulo,Aluguel de Transportes,3106
2009,2,Sudeste,São Paulo,Agência de Viagem,15336
2009,2,Sudeste,São Paulo,Cultura e Lazer,2093
2009,2,Sul,Paraná,Alojamento,11725
2009,2,Sul,Paraná,Alimentação,14868
2009,2,Sul,Paraná,Transporte Terrestre,9990
2009,2,Sul,Paraná,Transporte Aquaviário,83
2009,2,Sul,Paraná,Transporte Aéreo,1075
2009,2,Sul,Paraná,Aluguel de Transportes,944
2009,2,Sul,Paraná,Agência de Viagem,2663
2009,2,Sul,Paraná,Cultura e Lazer,763
2009,2,Sul,Rio Grande do Sul,Alojamento,11368
2009,2,Sul,Rio Grande do Sul,Alimentação,14100
2009,2,Sul,Rio Grande do Sul,Transporte Terrestre,11826
2009,2,Sul,Rio Grande do Sul,Transporte Aquaviário,179
2009,2,Sul,Rio Grande do Sul,Transporte Aéreo,906
2009,2,Sul,Rio Grande do Sul,Aluguel de Transportes,468
2009,2,Sul,Rio Grande do Sul,Agência de Viagem,2438
2009,2,Sul,Rio Grande do Sul,Cultura e Lazer,745
2009,2,Sul,Santa Catarina,Alojamento,10780
2009,2,Sul,Santa Catarina,Alimentação,10804
2009,2,Sul,Santa Catarina,Transporte Terrestre,5183
2009,2,Sul,Santa Catarina,Transporte Aquaviário,82
2009,2,Sul,Santa Catarina,Transporte Aéreo,515
2009,2,Sul,Santa Catarina,Aluguel de Transportes,312
2009,2,Sul,Santa Catarina,Agência de Viagem,1981
2009,2,Sul,Santa Catarina,Cultura e Lazer,454
2009,3,Centro-Oeste,Distrito Federal,Alojamento,2757
2009,3,Centro-Oeste,Distrito Federal,Alimentação,7487
2009,3,Centro-Oeste,Distrito Federal,Transporte Terrestre,3195
2009,3,Centro-Oeste,Distrito Federal,Transporte Aquaviário,0
2009,3,Centro-Oeste,Distrito Federal,Transporte Aéreo,1303
2009,3,Centro-Oeste,Distrito Federal,Aluguel de Transportes,499
2009,3,Centro-Oeste,Distrito Federal,Agência de Viagem,1806
2009,3,Centro-Oeste,Distrito Federal,Cultura e Lazer,224
2009,3,Centro-Oeste,Goiás,Alojamento,6036
2009,3,Centro-Oeste,Goiás,Alimentação,4996
2009,3,Centro-Oeste,Goiás,Transporte Terrestre,3082
2009,3,Centro-Oeste,Goiás,Transporte Aquaviário,26
2009,3,Centro-Oeste,Goiás,Transporte Aéreo,427
2009,3,Centro-Oeste,Goiás,Aluguel de Transportes,329
2009,3,Centro-Oeste,Goiás,Agência de Viagem,679
2009,3,Centro-Oeste,Goiás,Cultura e Lazer,180
2009,3,Centro-Oeste,Mato Grosso,Alojamento,2640
2009,3,Centro-Oeste,Mato Grosso,Alimentação,2505
2009,3,Centro-Oeste,Mato Grosso,Transporte Terrestre,1325
2009,3,Centro-Oeste,Mato Grosso,Transporte Aquaviário,29
2009,3,Centro-Oeste,Mato Grosso,Transporte Aéreo,309
2009,3,Centro-Oeste,Mato Grosso,Aluguel de Transportes,130
2009,3,Centro-Oeste,Mato Grosso,Agência de Viagem,589
2009,3,Centro-Oeste,Mato Grosso,Cultura e Lazer,46
2009,3,Centro-Oeste,Mato Grosso do Sul,Alojamento,2133
2009,3,Centro-Oeste,Mato Grosso do Sul,Alimentação,2031
2009,3,Centro-Oeste,Mato Grosso do Sul,Transporte Terrestre,1114
2009,3,Centro-Oeste,Mato Grosso do Sul,Transporte Aquaviário,92
2009,3,Centro-Oeste,Mato Grosso do Sul,Transporte Aéreo,188
2009,3,Centro-Oeste,Mato Grosso do Sul,Aluguel de Transportes,100
2009,3,Centro-Oeste,Mato Grosso do Sul,Agência de Viagem,718
2009,3,Centro-Oeste,Mato Grosso do Sul,Cultura e Lazer,53
2009,3,Nordeste,Alagoas,Alojamento,2722
2009,3,Nordeste,Alagoas,Alimentação,1736
2009,3,Nordeste,Alagoas,Transporte Terrestre,571
2009,3,Nordeste,Alagoas,Transporte Aquaviário,21
2009,3,Nordeste,Alagoas,Transporte Aéreo,175
2009,3,Nordeste,Alagoas,Aluguel de Transportes,162
2009,3,Nordeste,Alagoas,Agência de Viagem,450
2009,3,Nordeste,Alagoas,Cultura e Lazer,47
2009,3,Nordeste,Bahia,Alojamento,16269
2009,3,Nordeste,Bahia,Alimentação,10075
2009,3,Nordeste,Bahia,Transporte Terrestre,4094
2009,3,Nordeste,Bahia,Transporte Aquaviário,213
2009,3,Nordeste,Bahia,Transporte Aéreo,1087
2009,3,Nordeste,Bahia,Aluguel de Transportes,994
2009,3,Nordeste,Bahia,Agência de Viagem,2300
2009,3,Nordeste,Bahia,Cultura e Lazer,323
2009,3,Nordeste,Ceará,Alojamento,4927
2009,3,Nordeste,Ceará,Alimentação,5234
2009,3,Nordeste,Ceará,Transporte Terrestre,1578
2009,3,Nordeste,Ceará,Transporte Aquaviário,16
2009,3,Nordeste,Ceará,Transporte Aéreo,789
2009,3,Nordeste,Ceará,Aluguel de Transportes,829
2009,3,Nordeste,Ceará,Agência de Viagem,954
2009,3,Nordeste,Ceará,Cultura e Lazer,205
2009,3,Nordeste,Maranhão,Alojamento,2391
2009,3,Nordeste,Maranhão,Alimentação,1725
2009,3,Nordeste,Maranhão,Transporte Terrestre,905
2009,3,Nordeste,Maranhão,Transporte Aquaviário,102
2009,3,Nordeste,Maranhão,Transporte Aéreo,279
2009,3,Nordeste,Maranhão,Aluguel de Transportes,259
2009,3,Nordeste,Maranhão,Agência de Viagem,492
2009,3,Nordeste,Maranhão,Cultura e Lazer,44
2009,3,Nordeste,Paraíba,Alojamento,1788
2009,3,Nordeste,Paraíba,Alimentação,1680
2009,3,Nordeste,Paraíba,Transporte Terrestre,650
2009,3,Nordeste,Paraíba,Transporte Aquaviário,15
2009,3,Nordeste,Paraíba,Transporte Aéreo,117
2009,3,Nordeste,Paraíba,Aluguel de Transportes,77
2009,3,Nordeste,Paraíba,Agência de Viagem,257
2009,3,Nordeste,Paraíba,Cultura e Lazer,59
2009,3,Nordeste,Pernambuco,Alojamento,7737
2009,3,Nordeste,Pernambuco,Alimentação,6287
2009,3,Nordeste,Pernambuco,Transporte Terrestre,2467
2009,3,Nordeste,Pernambuco,Transporte Aquaviário,37
2009,3,Nordeste,Pernambuco,Transporte Aéreo,780
2009,3,Nordeste,Pernambuco,Aluguel de Transportes,1253
2009,3,Nordeste,Pernambuco,Agência de Viagem,1510
2009,3,Nordeste,Pernambuco,Cultura e Lazer,226
2009,3,Nordeste,Piauí,Alojamento,1242
2009,3,Nordeste,Piauí,Alimentação,998
2009,3,Nordeste,Piauí,Transporte Terrestre,570
2009,3,Nordeste,Piauí,Transporte Aquaviário,2
2009,3,Nordeste,Piauí,Transporte Aéreo,137
2009,3,Nordeste,Piauí,Aluguel de Transportes,114
2009,3,Nordeste,Piauí,Agência de Viagem,243
2009,3,Nordeste,Piauí,Cultura e Lazer,31
2009,3,Nordeste,Rio Grande do Norte,Alojamento,4907
2009,3,Nordeste,Rio Grande do Norte,Alimentação,2599
2009,3,Nordeste,Rio Grande do Norte,Transporte Terrestre,698
2009,3,Nordeste,Rio Grande do Norte,Transporte Aquaviário,49
2009,3,Nordeste,Rio Grande do Norte,Transporte Aéreo,236
2009,3,Nordeste,Rio Grande do Norte,Aluguel de Transportes,947
2009,3,Nordeste,Rio Grande do Norte,Agência de Viagem,480
2009,3,Nordeste,Rio Grande do Norte,Cultura e Lazer,81
2009,3,Nordeste,Sergipe,Alojamento,1867
2009,3,Nordeste,Sergipe,Alimentação,1454
2009,3,Nordeste,Sergipe,Transporte Terrestre,569
2009,3,Nordeste,Sergipe,Transporte Aquaviário,20
2009,3,Nordeste,Sergipe,Transporte Aéreo,89
2009,3,Nordeste,Sergipe,Aluguel de Transportes,262
2009,3,Nordeste,Sergipe,Agência de Viagem,354
2009,3,Nordeste,Sergipe,Cultura e Lazer,57
2009,3,Norte,Acre,Alojamento,360
2009,3,Norte,Acre,Alimentação,321
2009,3,Norte,Acre,Transporte Terrestre,115
2009,3,Norte,Acre,Transporte Aquaviário,6
2009,3,Norte,Acre,Transporte Aéreo,109
2009,3,Norte,Acre,Aluguel de Transportes,10
2009,3,Norte,Acre,Agência de Viagem,122
2009,3,Norte,Acre,Cultura e Lazer,9
2009,3,Norte,Amapá,Alojamento,524
2009,3,Norte,Amapá,Alimentação,316
2009,3,Norte,Amapá,Transporte Terrestre,126
2009,3,Norte,Amapá,Transporte Aquaviário,34
2009,3,Norte,Amapá,Transporte Aéreo,96
2009,3,Norte,Amapá,Aluguel de Transportes,44
2009,3,Norte,Amapá,Agência de Viagem,63
2009,3,Norte,Amapá,Cultura e Lazer,6
2009,3,Norte,Amazonas,Alojamento,1743
2009,3,Norte,Amazonas,Alimentação,2615
2009,3,Norte,Amazonas,Transporte Terrestre,805
2009,3,Norte,Amazonas,Transporte Aquaviário,495
2009,3,Norte,Amazonas,Transporte Aéreo,632
2009,3,Norte,Amazonas,Aluguel de Transportes,292
2009,3,Norte,Amazonas,Agência de Viagem,490
2009,3,Norte,Amazonas,Cultura e Lazer,36
2009,3,Norte,Pará,Alojamento,3355
2009,3,Norte,Pará,Alimentação,3023
2009,3,Norte,Pará,Transporte Terrestre,1332
2009,3,Norte,Pará,Transporte Aquaviário,552
2009,3,Norte,Pará,Transporte Aéreo,657
2009,3,Norte,Pará,Aluguel de Transportes,506
2009,3,Norte,Pará,Agência de Viagem,580
2009,3,Norte,Pará,Cultura e Lazer,126
2009,3,Norte,Rondônia,Alojamento,897
2009,3,Norte,Rondônia,Alimentação,920
2009,3,Norte,Rondônia,Transporte Terrestre,323
2009,3,Norte,Rondônia,Transporte Aquaviário,53
2009,3,Norte,Rondônia,Transporte Aéreo,122
2009,3,Norte,Rondônia,Aluguel de Transportes,97
2009,3,Norte,Rondônia,Agência de Viagem,286
2009,3,Norte,Rondônia,Cultura e Lazer,16
2009,3,Norte,Roraima,Alojamento,208
2009,3,Norte,Roraima,Alimentação,280
2009,3,Norte,Roraima,Transporte Terrestre,38
2009,3,Norte,Roraima,Transporte Aquaviário,0
2009,3,Norte,Roraima,Transporte Aéreo,108
2009,3,Norte,Roraima,Aluguel de Transportes,21
2009,3,Norte,Roraima,Agência de Viagem,73
2009,3,Norte,Roraima,Cultura e Lazer,7
2009,3,Norte,Tocantins,Alojamento,691
2009,3,Norte,Tocantins,Alimentação,580
2009,3,Norte,Tocantins,Transporte Terrestre,163
2009,3,Norte,Tocantins,Transporte Aquaviário,59
2009,3,Norte,Tocantins,Transporte Aéreo,134
2009,3,Norte,Tocantins,Aluguel de Transportes,54
2009,3,Norte,Tocantins,Agência de Viagem,113
2009,3,Norte,Tocantins,Cultura e Lazer,13
2009,3,Sudeste,Espírito Santo,Alojamento,3451
2009,3,Sudeste,Espírito Santo,Alimentação,4795
2009,3,Sudeste,Espírito Santo,Transporte Terrestre,4484
2009,3,Sudeste,Espírito Santo,Transporte Aquaviário,8
2009,3,Sudeste,Espírito Santo,Transporte Aéreo,353
2009,3,Sudeste,Espírito Santo,Aluguel de Transportes,333
2009,3,Sudeste,Espírito Santo,Agência de Viagem,565
2009,3,Sudeste,Espírito Santo,Cultura e Lazer,70
2009,3,Sudeste,Minas Gerais,Alojamento,19070
2009,3,Sudeste,Minas Gerais,Alimentação,22004
2009,3,Sudeste,Minas Gerais,Transporte Terrestre,21072
2009,3,Sudeste,Minas Gerais,Transporte Aquaviário,2
2009,3,Sudeste,Minas Gerais,Transporte Aéreo,2014
2009,3,Sudeste,Minas Gerais,Aluguel de Transportes,1574
2009,3,Sudeste,Minas Gerais,Agência de Viagem,2664
2009,3,Sudeste,Minas Gerais,Cultura e Lazer,656
2009,3,Sudeste,Rio de Janeiro,Alojamento,23015
2009,3,Sudeste,Rio de Janeiro,Alimentação,33501
2009,3,Sudeste,Rio de Janeiro,Transporte Terrestre,29098
2009,3,Sudeste,Rio de Janeiro,Transporte Aquaviário,270
2009,3,Sudeste,Rio de Janeiro,Transporte Aéreo,4877
2009,3,Sudeste,Rio de Janeiro,Aluguel de Transportes,1387
2009,3,Sudeste,Rio de Janeiro,Agência de Viagem,5510
2009,3,Sudeste,Rio de Janeiro,Cultura e Lazer,954
2009,3,Sudeste,São Paulo,Alojamento,42086
2009,3,Sudeste,São Paulo,Alimentação,82903
2009,3,Sudeste,São Paulo,Transporte Terrestre,45698
2009,3,Sudeste,São Paulo,Transporte Aquaviário,37
2009,3,Sudeste,São Paulo,Transporte Aéreo,25452
2009,3,Sudeste,São Paulo,Aluguel de Transportes,3032
2009,3,Sudeste,São Paulo,Agência de Viagem,14986
2009,3,Sudeste,São Paulo,Cultura e Lazer,1851
2009,3,Sul,Paraná,Alojamento,11593
2009,3,Sul,Paraná,Alimentação,13091
2009,3,Sul,Paraná,Transporte Terrestre,8975
2009,3,Sul,Paraná,Transporte Aquaviário,69
2009,3,Sul,Paraná,Transporte Aéreo,1068
2009,3,Sul,Paraná,Aluguel de Transportes,947
2009,3,Sul,Paraná,Agência de Viagem,2665
2009,3,Sul,Paraná,Cultura e Lazer,656
2009,3,Sul,Rio Grande do Sul,Alojamento,11109
2009,3,Sul,Rio Grande do Sul,Alimentação,12399
2009,3,Sul,Rio Grande do Sul,Transporte Terrestre,10630
2009,3,Sul,Rio Grande do Sul,Transporte Aquaviário,155
2009,3,Sul,Rio Grande do Sul,Transporte Aéreo,906
2009,3,Sul,Rio Grande do Sul,Aluguel de Transportes,428
2009,3,Sul,Rio Grande do Sul,Agência de Viagem,2424
2009,3,Sul,Rio Grande do Sul,Cultura e Lazer,639
2009,3,Sul,Santa Catarina,Alojamento,10241
2009,3,Sul,Santa Catarina,Alimentação,9336
2009,3,Sul,Santa Catarina,Transporte Terrestre,4693
2009,3,Sul,Santa Catarina,Transporte Aquaviário,70
2009,3,Sul,Santa Catarina,Transporte Aéreo,533
2009,3,Sul,Santa Catarina,Aluguel de Transportes,308
2009,3,Sul,Santa Catarina,Agência de Viagem,1895
2009,3,Sul,Santa Catarina,Cultura e Lazer,392
2009,4,Centro-Oeste,Distrito Federal,Alojamento,2784
2009,4,Centro-Oeste,Distrito Federal,Alimentação,7716
2009,4,Centro-Oeste,Distrito Federal,Transporte Terrestre,3330
2009,4,Centro-Oeste,Distrito Federal,Transporte Aquaviário,0
2009,4,Centro-Oeste,Distrito Federal,Transporte Aéreo,1199
2009,4,Centro-Oeste,Distrito Federal,Aluguel de Transportes,499
2009,4,Centro-Oeste,Distrito Federal,Agência de Viagem,1836
2009,4,Centro-Oeste,Distrito Federal,Cultura e Lazer,237
2009,4,Centro-Oeste,Goiás,Alojamento,6116
2009,4,Centro-Oeste,Goiás,Alimentação,5067
2009,4,Centro-Oeste,Goiás,Transporte Terrestre,3221
2009,4,Centro-Oeste,Goiás,Transporte Aquaviário,27
2009,4,Centro-Oeste,Goiás,Transporte Aéreo,390
2009,4,Centro-Oeste,Goiás,Aluguel de Transportes,331
2009,4,Centro-Oeste,Goiás,Agência de Viagem,678
2009,4,Centro-Oeste,Goiás,Cultura e Lazer,187
2009,4,Centro-Oeste,Mato Grosso,Alojamento,2731
2009,4,Centro-Oeste,Mato Grosso,Alimentação,2572
2009,4,Centro-Oeste,Mato Grosso,Transporte Terrestre,1385
2009,4,Centro-Oeste,Mato Grosso,Transporte Aquaviário,30
2009,4,Centro-Oeste,Mato Grosso,Transporte Aéreo,279
2009,4,Centro-Oeste,Mato Grosso,Aluguel de Transportes,132
2009,4,Centro-Oeste,Mato Grosso,Agência de Viagem,611
2009,4,Centro-Oeste,Mato Grosso,Cultura e Lazer,49
2009,4,Centro-Oeste,Mato Grosso do Sul,Alojamento,2205
2009,4,Centro-Oeste,Mato Grosso do Sul,Alimentação,2060
2009,4,Centro-Oeste,Mato Grosso do Sul,Transporte Terrestre,1151
2009,4,Centro-Oeste,Mato Grosso do Sul,Transporte Aquaviário,96
2009,4,Centro-Oeste,Mato Grosso do Sul,Transporte Aéreo,170
2009,4,Centro-Oeste,Mato Grosso do Sul,Aluguel de Transportes,99
2009,4,Centro-Oeste,Mato Grosso do Sul,Agência de Viagem,774
2009,4,Centro-Oeste,Mato Grosso do Sul,Cultura e Lazer,54
2009,4,Nordeste,Alagoas,Alojamento,2721
2009,4,Nordeste,Alagoas,Alimentação,1651
2009,4,Nordeste,Alagoas,Transporte Terrestre,554
2009,4,Nordeste,Alagoas,Transporte Aquaviário,19
2009,4,Nordeste,Alagoas,Transporte Aéreo,163
2009,4,Nordeste,Alagoas,Aluguel de Transportes,155
2009,4,Nordeste,Alagoas,Agência de Viagem,444
2009,4,Nordeste,Alagoas,Cultura e Lazer,49
2009,4,Nordeste,Bahia,Alojamento,16060
2009,4,Nordeste,Bahia,Alimentação,9594
2009,4,Nordeste,Bahia,Transporte Terrestre,4086
2009,4,Nordeste,Bahia,Transporte Aquaviário,182
2009,4,Nordeste,Bahia,Transporte Aéreo,1002
2009,4,Nordeste,Bahia,Aluguel de Transportes,985
2009,4,Nordeste,Bahia,Agência de Viagem,2309
2009,4,Nordeste,Bahia,Cultura e Lazer,334
2009,4,Nordeste,Ceará,Alojamento,4885
2009,4,Nordeste,Ceará,Alimentação,4961
2009,4,Nordeste,Ceará,Transporte Terrestre,1577
2009,4,Nordeste,Ceará,Transporte Aquaviário,14
2009,4,Nordeste,Ceará,Transporte Aéreo,731
2009,4,Nordeste,Ceará,Aluguel de Transportes,829
2009,4,Nordeste,Ceará,Agência de Viagem,951
2009,4,Nordeste,Ceará,Cultura e Lazer,217
2009,4,Nordeste,Maranhão,Alojamento,2433
2009,4,Nordeste,Maranhão,Alimentação,1657
2009,4,Nordeste,Maranhão,Transporte Terrestre,906
2009,4,Nordeste,Maranhão,Transporte Aquaviário,88
2009,4,Nordeste,Maranhão,Transporte Aéreo,258
2009,4,Nordeste,Maranhão,Aluguel de Transportes,251
2009,4,Nordeste,Maranhão,Agência de Viagem,484
2009,4,Nordeste,Maranhão,Cultura e Lazer,46
2009,4,Nordeste,Paraíba,Alojamento,1805
2009,4,Nordeste,Paraíba,Alimentação,1613
2009,4,Nordeste,Paraíba,Transporte Terrestre,644
2009,4,Nordeste,Paraíba,Transporte Aquaviário,12
2009,4,Nordeste,Paraíba,Transporte Aéreo,103
2009,4,Nordeste,Paraíba,Aluguel de Transportes,75
2009,4,Nordeste,Paraíba,Agência de Viagem,257
2009,4,Nordeste,Paraíba,Cultura e Lazer,63
2009,4,Nordeste,Pernambuco,Alojamento,7753
2009,4,Nordeste,Pernambuco,Alimentação,6000
2009,4,Nordeste,Pernambuco,Transporte Terrestre,2449
2009,4,Nordeste,Pernambuco,Transporte Aquaviário,33
2009,4,Nordeste,Pernambuco,Transporte Aéreo,702
2009,4,Nordeste,Pernambuco,Aluguel de Transportes,1220
2009,4,Nordeste,Pernambuco,Agência de Viagem,1498
2009,4,Nordeste,Pernambuco,Cultura e Lazer,236
2009,4,Nordeste,Piauí,Alojamento,1253
2009,4,Nordeste,Piauí,Alimentação,967
2009,4,Nordeste,Piauí,Transporte Terrestre,570
2009,4,Nordeste,Piauí,Transporte Aquaviário,2
2009,4,Nordeste,Piauí,Transporte Aéreo,124
2009,4,Nordeste,Piauí,Aluguel de Transportes,121
2009,4,Nordeste,Piauí,Agência de Viagem,240
2009,4,Nordeste,Piauí,Cultura e Lazer,35
2009,4,Nordeste,Rio Grande do Norte,Alojamento,4891
2009,4,Nordeste,Rio Grande do Norte,Alimentação,2492
2009,4,Nordeste,Rio Grande do Norte,Transporte Terrestre,700
2009,4,Nordeste,Rio Grande do Norte,Transporte Aquaviário,43
2009,4,Nordeste,Rio Grande do Norte,Transporte Aéreo,218
2009,4,Nordeste,Rio Grande do Norte,Aluguel de Transportes,1026
2009,4,Nordeste,Rio Grande do Norte,Agência de Viagem,474
2009,4,Nordeste,Rio Grande do Norte,Cultura e Lazer,83
2009,4,Nordeste,Sergipe,Alojamento,1857
2009,4,Nordeste,Sergipe,Alimentação,1391
2009,4,Nordeste,Sergipe,Transporte Terrestre,565
2009,4,Nordeste,Sergipe,Transporte Aquaviário,17
2009,4,Nordeste,Sergipe,Transporte Aéreo,77
2009,4,Nordeste,Sergipe,Aluguel de Transportes,263
2009,4,Nordeste,Sergipe,Agência de Viagem,360
2009,4,Nordeste,Sergipe,Cultura e Lazer,61
2009,4,Norte,Acre,Alojamento,368
2009,4,Norte,Acre,Alimentação,336
2009,4,Norte,Acre,Transporte Terrestre,152
2009,4,Norte,Acre,Transporte Aquaviário,6
2009,4,Norte,Acre,Transporte Aéreo,108
2009,4,Norte,Acre,Aluguel de Transportes,10
2009,4,Norte,Acre,Agência de Viagem,117
2009,4,Norte,Acre,Cultura e Lazer,9
2009,4,Norte,Amapá,Alojamento,555
2009,4,Norte,Amapá,Alimentação,333
2009,4,Norte,Amapá,Transporte Terrestre,162
2009,4,Norte,Amapá,Transporte Aquaviário,36
2009,4,Norte,Amapá,Transporte Aéreo,90
2009,4,Norte,Amapá,Aluguel de Transportes,46
2009,4,Norte,Amapá,Agência de Viagem,64
2009,4,Norte,Amapá,Cultura e Lazer,6
2009,4,Norte,Amazonas,Alojamento,1788
2009,4,Norte,Amazonas,Alimentação,2761
2009,4,Norte,Amazonas,Transporte Terrestre,1019
2009,4,Norte,Amazonas,Transporte Aquaviário,499
2009,4,Norte,Amazonas,Transporte Aéreo,589
2009,4,Norte,Amazonas,Aluguel de Transportes,301
2009,4,Norte,Amazonas,Agência de Viagem,494
2009,4,Norte,Amazonas,Cultura e Lazer,40
2009,4,Norte,Pará,Alojamento,3407
2009,4,Norte,Pará,Alimentação,3091
2009,4,Norte,Pará,Transporte Terrestre,1676
2009,4,Norte,Pará,Transporte Aquaviário,539
2009,4,Norte,Pará,Transporte Aéreo,594
2009,4,Norte,Pará,Aluguel de Transportes,510
2009,4,Norte,Pará,Agência de Viagem,584
2009,4,Norte,Pará,Cultura e Lazer,122
2009,4,Norte,Rondônia,Alojamento,943
2009,4,Norte,Rondônia,Alimentação,978
2009,4,Norte,Rondônia,Transporte Terrestre,408
2009,4,Norte,Rondônia,Transporte Aquaviário,54
2009,4,Norte,Rondônia,Transporte Aéreo,122
2009,4,Norte,Rondônia,Aluguel de Transportes,104
2009,4,Norte,Rondônia,Agência de Viagem,287
2009,4,Norte,Rondônia,Cultura e Lazer,15
2009,4,Norte,Roraima,Alojamento,211
2009,4,Norte,Roraima,Alimentação,287
2009,4,Norte,Roraima,Transporte Terrestre,49
2009,4,Norte,Roraima,Transporte Aquaviário,0
2009,4,Norte,Roraima,Transporte Aéreo,103
2009,4,Norte,Roraima,Aluguel de Transportes,20
2009,4,Norte,Roraima,Agência de Viagem,65
2009,4,Norte,Roraima,Cultura e Lazer,6
2009,4,Norte,Tocantins,Alojamento,727
2009,4,Norte,Tocantins,Alimentação,597
2009,4,Norte,Tocantins,Transporte Terrestre,202
2009,4,Norte,Tocantins,Transporte Aquaviário,59
2009,4,Norte,Tocantins,Transporte Aéreo,120
2009,4,Norte,Tocantins,Aluguel de Transportes,54
2009,4,Norte,Tocantins,Agência de Viagem,117
2009,4,Norte,Tocantins,Cultura e Lazer,13
2009,4,Sudeste,Espírito Santo,Alojamento,3427
2009,4,Sudeste,Espírito Santo,Alimentação,4781
2009,4,Sudeste,Espírito Santo,Transporte Terrestre,4793
2009,4,Sudeste,Espírito Santo,Transporte Aquaviário,8
2009,4,Sudeste,Espírito Santo,Transporte Aéreo,325
2009,4,Sudeste,Espírito Santo,Aluguel de Transportes,347
2009,4,Sudeste,Espírito Santo,Agência de Viagem,552
2009,4,Sudeste,Espírito Santo,Cultura e Lazer,71
2009,4,Sudeste,Minas Gerais,Alojamento,19028
2009,4,Sudeste,Minas Gerais,Alimentação,21965
2009,4,Sudeste,Minas Gerais,Transporte Terrestre,20982
2009,4,Sudeste,Minas Gerais,Transporte Aquaviário,2
2009,4,Sudeste,Minas Gerais,Transporte Aéreo,1860
2009,4,Sudeste,Minas Gerais,Aluguel de Transportes,1611
2009,4,Sudeste,Minas Gerais,Agência de Viagem,2589
2009,4,Sudeste,Minas Gerais,Cultura e Lazer,655
2009,4,Sudeste,Rio de Janeiro,Alojamento,22996
2009,4,Sudeste,Rio de Janeiro,Alimentação,33359
2009,4,Sudeste,Rio de Janeiro,Transporte Terrestre,29154
2009,4,Sudeste,Rio de Janeiro,Transporte Aquaviário,264
2009,4,Sudeste,Rio de Janeiro,Transporte Aéreo,4589
2009,4,Sudeste,Rio de Janeiro,Aluguel de Transportes,1392
2009,4,Sudeste,Rio de Janeiro,Agência de Viagem,5322
2009,4,Sudeste,Rio de Janeiro,Cultura e Lazer,962
2009,4,Sudeste,São Paulo,Alojamento,41711
2009,4,Sudeste,São Paulo,Alimentação,82569
2009,4,Sudeste,São Paulo,Transporte Terrestre,46426
2009,4,Sudeste,São Paulo,Transporte Aquaviário,36
