year,quarter,category,state,value
2013,Q3,Outside the workforce,Tocantins,440
2013,Q3,Outside the workforce,Maranhão,2295
2013,Q3,Outside the workforce,Piauí,1065
2013,Q3,Outside the workforce,Ceará,3193
2013,Q3,Outside the workforce,Rio Grande do Norte,1164
2013,Q3,Outside the workforce,Paraíba,1355
2013,Q3,Outside the workforce,Pernambuco,3308
2013,Q3,Outside the workforce,Alagoas,1206
2013,Q3,Outside the workforce,Sergipe,676
2013,Q3,Outside the workforce,Bahia,4503
2013,Q3,Outside the workforce,Minas Gerais,6103
2013,Q3,Outside the workforce,Espírito Santo,1041
2013,Q3,Outside the workforce,Rio de Janeiro,5639
2013,Q3,Outside the workforce,São Paulo,12679
2013,Q3,Outside the workforce,Paraná,3095
2013,Q3,Outside the workforce,Santa Catarina,2008
2013,Q3,Outside the workforce,Rio Grande do Sul,3268
2013,Q3,Outside the workforce,Mato Grosso do Sul,685
2013,Q3,Outside the workforce,Mato Grosso,854
2013,Q3,Outside the workforce,Goiás,1800
2013,Q3,Outside the workforce,Distrito Federal,697
2013,Q4,Workforce - Employed,Rondônia,743
2013,Q4,Workforce - Employed,Acre,304
2013,Q4,Workforce - Employed,Amazonas,1508
2013,Q4,Workforce - Employed,Roraima,188
2013,Q4,Workforce - Employed,Pará,3372
2013,Q4,Workforce - Employed,Amapá,304
2013,Q4,Workforce - Employed,Tocantins,612
2013,Q4,Workforce - Employed,Maranhão,2576
2013,Q4,Workforce - Employed,Piauí,1375
2013,Q4,Workforce - Employed,Ceará,3499
2013,Q4,Workforce - Employed,Rio Grande do Norte,1334
2013,Q4,Workforce - Employed,Paraíba,1540
2013,Q4,Workforce - Employed,Pernambuco,3635
2013,Q4,Workforce - Employed,Alagoas,1117
2013,Q4,Workforce - Employed,Sergipe,908
2013,Q4,Workforce - Employed,Bahia,6299
2013,Q4,Workforce - Employed,Minas Gerais,9736
2013,Q4,Workforce - Employed,Espírito Santo,1803
2013,Q4,Workforce - Employed,Rio de Janeiro,7459
2013,Q4,Workforce - Employed,São Paulo,21317
2013,Q4,Workforce - Employed,Paraná,5490
2013,Q4,Workforce - Employed,Santa Catarina,3324
2013,Q4,Workforce - Employed,Rio Grande do Sul,5636
2013,Q4,Workforce - Employed,Mato Grosso do Sul,1214
2013,Q4,Workforce - Employed,Mato Grosso,1562
2013,Q4,Workforce - Employed,Goiás,3174
2013,Q4,Workforce - Employed,Distrito Federal,1373
2013,Q4,Workforce - Unemployed,Rondônia,38
2013,Q4,Workforce - Unemployed,Acre,23
2013,Q4,Workforce - Unemployed,Amazonas,124
2013,Q4,Workforce - Unemployed,Roraima,13
2013,Q4,Workforce - Unemployed,Pará,215
2013,Q4,Workforce - Unemployed,Amapá,31
2013,Q4,Workforce - Unemployed,Tocantins,42
2013,Q4,Workforce - Unemployed,Maranhão,150
2013,Q4,Workforce - Unemployed,Piauí,103
2013,Q4,Workforce - Unemployed,Ceará,257
2013,Q4,Workforce - Unemployed,Rio Grande do Norte,144
2013,Q4,Workforce - Unemployed,Paraíba,141
2013,Q4,Workforce - Unemployed,Pernambuco,287
2013,Q4,Workforce - Unemployed,Alagoas,115
2013,Q4,Workforce - Unemployed,Sergipe,86
2013,Q4,Workforce - Unemployed,Bahia,620
2013,Q4,Workforce - Unemployed,Minas Gerais,590
2013,Q4,Workforce - Unemployed,Espírito Santo,113
2013,Q4,Workforce - Unemployed,Rio de Janeiro,489
2013,Q4,Workforce - Unemployed,São Paulo,1483
2013,Q4,Workforce - Unemployed,Paraná,214
2013,Q4,Workforce - Unemployed,Santa Catarina,86
2013,Q4,Workforce - Unemployed,Rio Grande do Sul,274
2013,Q4,Workforce - Unemployed,Mato Grosso do Sul,57
2013,Q4,Workforce - Unemployed,Mato Grosso,60
2013,Q4,Workforce - Unemployed,Goiás,131
2013,Q4,Workforce - Unemployed,Distrito Federal,127
2013,Q4,Outside the workforce,Rondônia,492
2013,Q4,Outside the workforce,Acre,241
2013,Q4,Outside the workforce,Amazonas,960
2013,Q4,Outside the workforce,Roraima,113
2013,Q4,Outside the workforce,Pará,2325
2013,Q4,Outside the workforce,Amapá,212
2013,Q4,Outside the workforce,Tocantins,446
2013,Q4,Outside the workforce,Maranhão,2263
2013,Q4,Outside the workforce,Piauí,1039
2013,Q4,Outside the workforce,Ceará,3160
2013,Q4,Outside the workforce,Rio Grande do Norte,1146
2013,Q4,Outside the workforce,Paraíba,1328
2013,Q4,Outside the workforce,Pernambuco,3296
2013,Q4,Outside the workforce,Alagoas,1226
2013,Q4,Outside the workforce,Sergipe,690
2013,Q4,Outside the workforce,Bahia,4405
2013,Q4,Outside the workforce,Minas Gerais,6275
2013,Q4,Outside the workforce,Espírito Santo,1116
2013,Q4,Outside the workforce,Rio de Janeiro,5805
2013,Q4,Outside the workforce,São Paulo,13041
2013,Q4,Outside the workforce,Paraná,3111
2013,Q4,Outside the workforce,Santa Catarina,2028
2013,Q4,Outside the workforce,Rio Grande do Sul,3284
2013,Q4,Outside the workforce,Mato Grosso do Sul,691
2013,Q4,Outside the workforce,Mato Grosso,900
2013,Q4,Outside the workforce,Goiás,1832
2013,Q4,Outside the workforce,Distrito Federal,745
2014,Q1,Workforce - Employed,Rondônia,749
2014,Q1,Workforce - Employed,Acre,304
2014,Q1,Workforce - Employed,Amazonas,1457
2014,Q1,Workforce - Employed,Roraima,195
2014,Q1,Workforce - Employed,Pará,3369
2014,Q1,Workforce - Employed,Amapá,300
2014,Q1,Workforce - Employed,Tocantins,616
2014,Q1,Workforce - Employed,Maranhão,2610
2014,Q1,Workforce - Employed,Piauí,1412
2014,Q1,Workforce - Employed,Ceará,3481
2014,Q1,Workforce - Employed,Rio Grande do Norte,1322
2014,Q1,Workforce - Employed,Paraíba,1534
2014,Q1,Workforce - Employed,Pernambuco,3535
2014,Q1,Workforce - Employed,Alagoas,1108
2014,Q1,Workforce - Employed,Sergipe,906
2014,Q1,Workforce - Employed,Bahia,6181
2014,Q1,Workforce - Employed,Minas Gerais,9607
2014,Q1,Workforce - Employed,Espírito Santo,1799
2014,Q1,Workforce - Employed,Rio de Janeiro,7512
2014,Q1,Workforce - Employed,São Paulo,21150
2014,Q1,Workforce - Employed,Paraná,5473
2014,Q1,Workforce - Employed,Santa Catarina,3346
2014,Q1,Workforce - Employed,Rio Grande do Sul,5572
2014,Q1,Workforce - Employed,Mato Grosso do Sul,1200
2014,Q1,Workforce - Employed,Mato Grosso,1571
2014,Q1,Workforce - Employed,Goiás,3121
2014,Q1,Workforce - Employed,Distrito Federal,1353
2014,Q1,Workforce - Unemployed,Rondônia,39
2014,Q1,Workforce - Unemployed,Acre,26
2014,Q1,Workforce - Unemployed,Amazonas,131
2014,Q1,Workforce - Unemployed,Roraima,16
2014,Q1,Workforce - Unemployed,Pará,278
2014,Q1,Workforce - Unemployed,Amapá,38
2014,Q1,Workforce - Unemployed,Tocantins,57
2014,Q1,Workforce - Unemployed,Maranhão,177
2014,Q1,Workforce - Unemployed,Piauí,107
2014,Q1,Workforce - Unemployed,Ceará,297
2014,Q1,Workforce - Unemployed,Rio Grande do Norte,175
2014,Q1,Workforce - Unemployed,Paraíba,157
2014,Q1,Workforce - Unemployed,Pernambuco,340
2014,Q1,Workforce - Unemployed,Alagoas,119
2014,Q1,Workforce - Unemployed,Sergipe,94
2014,Q1,Workforce - Unemployed,Bahia,801
2014,Q1,Workforce - Unemployed,Minas Gerais,730
2014,Q1,Workforce - Unemployed,Espírito Santo,121
2014,Q1,Workforce - Unemployed,Rio de Janeiro,537
2014,Q1,Workforce - Unemployed,São Paulo,1651
2014,Q1,Workforce - Unemployed,Paraná,235
2014,Q1,Workforce - Unemployed,Santa Catarina,106
2014,Q1,Workforce - Unemployed,Rio Grande do Sul,315
2014,Q1,Workforce - Unemployed,Mato Grosso do Sul,59
2014,Q1,Workforce - Unemployed,Mato Grosso,72
2014,Q1,Workforce - Unemployed,Goiás,188
2014,Q1,Workforce - Unemployed,Distrito Federal,134
2014,Q1,Outside the workforce,Rondônia,499
2014,Q1,Outside the workforce,Acre,235
2014,Q1,Outside the workforce,Amazonas,1014
2014,Q1,Outside the workforce,Roraima,109
2014,Q1,Outside the workforce,Pará,2301
2014,Q1,Outside the workforce,Amapá,213
2014,Q1,Outside the workforce,Tocantins,431
2014,Q1,Outside the workforce,Maranhão,2244
2014,Q1,Outside the workforce,Piauí,982
2014,Q1,Outside the workforce,Ceará,3168
2014,Q1,Outside the workforce,Rio Grande do Norte,1160
2014,Q1,Outside the workforce,Paraíba,1320
2014,Q1,Outside the workforce,Pernambuco,3345
2014,Q1,Outside the workforce,Alagoas,1238
2014,Q1,Outside the workforce,Sergipe,685
2014,Q1,Outside the workforce,Bahia,4326
2014,Q1,Outside the workforce,Minas Gerais,6292
2014,Q1,Outside the workforce,Espírito Santo,1115
2014,Q1,Outside the workforce,Rio de Janeiro,5740
2014,Q1,Outside the workforce,São Paulo,13185
2014,Q1,Outside the workforce,Paraná,3111
2014,Q1,Outside the workforce,Santa Catarina,1998
2014,Q1,Outside the workforce,Rio Grande do Sul,3289
2014,Q1,Outside the workforce,Mato Grosso do Sul,716
2014,Q1,Outside the workforce,Mato Grosso,889
2014,Q1,Outside the workforce,Goiás,1818
2014,Q1,Outside the workforce,Distrito Federal,753
2014,Q2,Workforce - Employed,Rondônia,744
2014,Q2,Workforce - Employed,Acre,301
2014,Q2,Workforce - Employed,Amazonas,1494
2014,Q2,Workforce - Employed,Roraima,203
2014,Q2,Workforce - Employed,Pará,3395
2014,Q2,Workforce - Employed,Amapá,309
2014,Q2,Workforce - Employed,Tocantins,626
2014,Q2,Workforce - Employed,Maranhão,2609
2014,Q2,Workforce - Employed,Piauí,1406
2014,Q2,Workforce - Employed,Ceará,3546
2014,Q2,Workforce - Employed,Rio Grande do Norte,1321
2014,Q2,Workforce - Employed,Paraíba,1554
2014,Q2,Workforce - Employed,Pernambuco,3613
2014,Q2,Workforce - Employed,Alagoas,1109
2014,Q2,Workforce - Employed,Sergipe,901
2014,Q2,Workforce - Employed,Bahia,6278
2014,Q2,Workforce - Employed,Minas Gerais,9682
2014,Q2,Workforce - Employed,Espírito Santo,1813
2014,Q2,Workforce - Employed,Rio de Janeiro,7501
2014,Q2,Workforce - Employed,São Paulo,21398
2014,Q2,Workforce - Employed,Paraná,5504
2014,Q2,Workforce - Employed,Santa Catarina,3358
2014,Q2,Workforce - Employed,Rio Grande do Sul,5566
2014,Q2,Workforce - Employed,Mato Grosso do Sul,1232
2014,Q2,Workforce - Employed,Mato Grosso,1585
2014,Q2,Workforce - Employed,Goiás,3169
2014,Q2,Workforce - Employed,Distrito Federal,1360
2014,Q2,Workforce - Unemployed,Rondônia,32
2014,Q2,Workforce - Unemployed,Acre,32
2014,Q2,Workforce - Unemployed,Amazonas,135
2014,Q2,Workforce - Unemployed,Roraima,11
2014,Q2,Workforce - Unemployed,Pará,257
2014,Q2,Workforce - Unemployed,Amapá,34
2014,Q2,Workforce - Unemployed,Tocantins,52
2014,Q2,Workforce - Unemployed,Maranhão,201
2014,Q2,Workforce - Unemployed,Piauí,106
2014,Q2,Workforce - Unemployed,Ceará,287
2014,Q2,Workforce - Unemployed,Rio Grande do Norte,172
2014,Q2,Workforce - Unemployed,Paraíba,149
2014,Q2,Workforce - Unemployed,Pernambuco,311
2014,Q2,Workforce - Unemployed,Alagoas,119
2014,Q2,Workforce - Unemployed,Sergipe,95
2014,Q2,Workforce - Unemployed,Bahia,705
2014,Q2,Workforce - Unemployed,Minas Gerais,709
2014,Q2,Workforce - Unemployed,Espírito Santo,126
2014,Q2,Workforce - Unemployed,Rio de Janeiro,516
2014,Q2,Workforce - Unemployed,São Paulo,1620
2014,Q2,Workforce - Unemployed,Paraná,238
2014,Q2,Workforce - Unemployed,Santa Catarina,96
2014,Q2,Workforce - Unemployed,Rio Grande do Sul,287
2014,Q2,Workforce - Unemployed,Mato Grosso do Sul,50
2014,Q2,Workforce - Unemployed,Mato Grosso,65
2014,Q2,Workforce - Unemployed,Goiás,181
2014,Q2,Workforce - Unemployed,Distrito Federal,138
2014,Q2,Outside the workforce,Rondônia,517
2014,Q2,Outside the workforce,Acre,236
2014,Q2,Outside the workforce,Amazonas,996
2014,Q2,Outside the workforce,Roraima,112
2014,Q2,Outside the workforce,Pará,2316
2014,Q2,Outside the workforce,Amapá,201
2014,Q2,Outside the workforce,Tocantins,438
2014,Q2,Outside the workforce,Maranhão,2214
2014,Q2,Outside the workforce,Piauí,1011
2014,Q2,Outside the workforce,Ceará,3149
2014,Q2,Outside the workforce,Rio Grande do Norte,1187
2014,Q2,Outside the workforce,Paraíba,1325
2014,Q2,Outside the workforce,Pernambuco,3327
2014,Q2,Outside the workforce,Alagoas,1244
2014,Q2,Outside the workforce,Sergipe,702
2014,Q2,Outside the workforce,Bahia,4397
2014,Q2,Outside the workforce,Minas Gerais,6326
2014,Q2,Outside the workforce,Espírito Santo,1105
2014,Q2,Outside the workforce,Rio de Janeiro,5869
2014,Q2,Outside the workforce,São Paulo,13223
2014,Q2,Outside the workforce,Paraná,3148
2014,Q2,Outside the workforce,Santa Catarina,2047
2014,Q2,Outside the workforce,Rio Grande do Sul,3354
2014,Q2,Outside the workforce,Mato Grosso do Sul,700
2014,Q2,Outside the workforce,Mato Grosso,894
2014,Q2,Outside the workforce,Goiás,1799
2014,Q2,Outside the workforce,Distrito Federal,765
2014,Q3,Workforce - Employed,Rondônia,750
2014,Q3,Workforce - Employed,Acre,313
2014,Q3,Workforce - Employed,Amazonas,1539
2014,Q3,Workforce - Employed,Roraima,199
2014,Q3,Workforce - Employed,Pará,3403
2014,Q3,Workforce - Employed,Amapá,313
2014,Q3,Workforce - Employed,Tocantins,638
2014,Q3,Workforce - Employed,Maranhão,2629
2014,Q3,Workforce - Employed,Piauí,1416
2014,Q3,Workforce - Employed,Ceará,3535
2014,Q3,Workforce - Employed,Rio Grande do Norte,1318
2014,Q3,Workforce - Employed,Paraíba,1548
2014,Q3,Workforce - Employed,Pernambuco,3626
2014,Q3,Workforce - Employed,Alagoas,1137
2014,Q3,Workforce - Employed,Sergipe,919
2014,Q3,Workforce - Employed,Bahia,6306
2014,Q3,Workforce - Employed,Minas Gerais,9646
2014,Q3,Workforce - Employed,Espírito Santo,1818
2014,Q3,Workforce - Employed,Rio de Janeiro,7542
2014,Q3,Workforce - Employed,São Paulo,21340
2014,Q3,Workforce - Employed,Paraná,5525
2014,Q3,Workforce - Employed,Santa Catarina,3407
2014,Q3,Workforce - Employed,Rio Grande do Sul,5544
2014,Q3,Workforce - Employed,Mato Grosso do Sul,1238
2014,Q3,Workforce - Employed,Mato Grosso,1594
2014,Q3,Workforce - Employed,Goiás,3188
2014,Q3,Workforce - Employed,Distrito Federal,1362
2014,Q3,Workforce - Unemployed,Rondônia,32
2014,Q3,Workforce - Unemployed,Acre,23
2014,Q3,Workforce - Unemployed,Amazonas,111
2014,Q3,Workforce - Unemployed,Roraima,13
2014,Q3,Workforce - Unemployed,Pará,264
2014,Q3,Workforce - Unemployed,Amapá,37
2014,Q3,Workforce - Unemployed,Tocantins,52
2014,Q3,Workforce - Unemployed,Maranhão,188
2014,Q3,Workforce - Unemployed,Piauí,92
2014,Q3,Workforce - Unemployed,Ceará,283
2014,Q3,Workforce - Unemployed,Rio Grande do Norte,155
2014,Q3,Workforce - Unemployed,Paraíba,157
2014,Q3,Workforce - Unemployed,Pernambuco,329
2014,Q3,Workforce - Unemployed,Alagoas,122
2014,Q3,Workforce - Unemployed,Sergipe,91
2014,Q3,Workforce - Unemployed,Bahia,681
2014,Q3,Workforce - Unemployed,Minas Gerais,709
2014,Q3,Workforce - Unemployed,Espírito Santo,112
2014,Q3,Workforce - Unemployed,Rio de Janeiro,492
2014,Q3,Workforce - Unemployed,São Paulo,1660
2014,Q3,Workforce - Unemployed,Paraná,234
2014,Q3,Workforce - Unemployed,Santa Catarina,102
2014,Q3,Workforce - Unemployed,Rio Grande do Sul,302
2014,Q3,Workforce - Unemployed,Mato Grosso do Sul,52
2014,Q3,Workforce - Unemployed,Mato Grosso,62
2014,Q3,Workforce - Unemployed,Goiás,173
2014,Q3,Workforce - Unemployed,Distrito Federal,132
2014,Q3,Outside the workforce,Rondônia,529
2014,Q3,Outside the workforce,Acre,240
2014,Q3,Outside the workforce,Amazonas,1001
2014,Q3,Outside the workforce,Roraima,117
2014,Q3,Outside the workforce,Pará,2353
2014,Q3,Outside the workforce,Amapá,203
2014,Q3,Outside the workforce,Tocantins,439
2014,Q3,Outside the workforce,Maranhão,2221
2014,Q3,Outside the workforce,Piauí,1021
2014,Q3,Outside the workforce,Ceará,3201
2014,Q3,Outside the workforce,Rio Grande do Norte,1205
2014,Q3,Outside the workforce,Paraíba,1336
2014,Q3,Outside the workforce,Pernambuco,3338
2014,Q3,Outside the workforce,Alagoas,1232
2014,Q3,Outside the workforce,Sergipe,695
2014,Q3,Outside the workforce,Bahia,4427
2014,Q3,Outside the workforce,Minas Gerais,6428
2014,Q3,Outside the workforce,Espírito Santo,1129
2014,Q3,Outside the workforce,Rio de Janeiro,5940
2014,Q3,Outside the workforce,São Paulo,13345
2014,Q3,Outside the workforce,Paraná,3175
2014,Q3,Outside the workforce,Santa Catarina,2032
2014,Q3,Outside the workforce,Rio Grande do Sul,3364
2014,Q3,Outside the workforce,Mato Grosso do Sul,712
2014,Q3,Outside the workforce,Mato Grosso,880
2014,Q3,Outside the workforce,Goiás,1821
2014,Q3,Outside the workforce,Distrito Federal,775
2014,Q4,Workforce - Employed,Rondônia,773
2014,Q4,Workforce - Employed,Acre,314
2014,Q4,Workforce - Employed,Amazonas,1503
2014,Q4,Workforce - Employed,Roraima,210
2014,Q4,Workforce - Employed,Pará,3400
2014,Q4,Workforce - Employed,Amapá,313
2014,Q4,Workforce - Employed,Tocantins,633
2014,Q4,Workforce - Employed,Maranhão,2636
2014,Q4,Workforce - Employed,Piauí,1402
2014,Q4,Workforce - Employed,Ceará,3488
2014,Q4,Workforce - Employed,Rio Grande do Norte,1324
2014,Q4,Workforce - Employed,Paraíba,1567
2014,Q4,Workforce - Employed,Pernambuco,3674
2014,Q4,Workforce - Employed,Alagoas,1162
2014,Q4,Workforce - Employed,Sergipe,939
2014,Q4,Workforce - Employed,Bahia,6432
2014,Q4,Workforce - Employed,Minas Gerais,9763
2014,Q4,Workforce - Employed,Espírito Santo,1788
2014,Q4,Workforce - Employed,Rio de Janeiro,7536
2014,Q4,Workforce - Employed,São Paulo,21585
2014,Q4,Workforce - Employed,Paraná,5468
2014,Q4,Workforce - Employed,Santa Catarina,3474
2014,Q4,Workforce - Employed,Rio Grande do Sul,5594
2014,Q4,Workforce - Employed,Mato Grosso do Sul,1249
2014,Q4,Workforce - Employed,Mato Grosso,1581
2014,Q4,Workforce - Employed,Goiás,3244
2014,Q4,Workforce - Employed,Distrito Federal,1344
2014,Q4,Workforce - Unemployed,Rondônia,29
2014,Q4,Workforce - Unemployed,Acre,21
2014,Q4,Workforce - Unemployed,Amazonas,126
2014,Q4,Workforce - Unemployed,Roraima,14
2014,Q4,Workforce - Unemployed,Pará,256
2014,Q4,Workforce - Unemployed,Amapá,33
2014,Q4,Workforce - Unemployed,Tocantins,43
2014,Q4,Workforce - Unemployed,Maranhão,199
2014,Q4,Workforce - Unemployed,Piauí,88
2014,Q4,Workforce - Unemployed,Ceará,246
2014,Q4,Workforce - Unemployed,Rio Grande do Norte,153
2014,Q4,Workforce - Unemployed,Paraíba,138
2014,Q4,Workforce - Unemployed,Pernambuco,302
2014,Q4,Workforce - Unemployed,Alagoas,120
2014,Q4,Workforce - Unemployed,Sergipe,92
2014,Q4,Workforce - Unemployed,Bahia,694
2014,Q4,Workforce - Unemployed,Minas Gerais,650
2014,Q4,Workforce - Unemployed,Espírito Santo,115
2014,Q4,Workforce - Unemployed,Rio de Janeiro,462
2014,Q4,Workforce - Unemployed,São Paulo,1646
2014,Q4,Workforce - Unemployed,Paraná,210
2014,Q4,Workforce - Unemployed,Santa Catarina,95
2014,Q4,Workforce - Unemployed,Rio Grande do Sul,263
2014,Q4,Workforce - Unemployed,Mato Grosso do Sul,49
2014,Q4,Workforce - Unemployed,Mato Grosso,65
2014,Q4,Workforce - Unemployed,Goiás,172
2014,Q4,Workforce - Unemployed,Distrito Federal,128
2014,Q4,Outside the workforce,Rondônia,513
2014,Q4,Outside the workforce,Acre,248
2014,Q4,Outside the workforce,Amazonas,1054
2014,Q4,Outside the workforce,Roraima,112
2014,Q4,Outside the workforce,Pará,2394
2014,Q4,Outside the workforce,Amapá,205
2014,Q4,Outside the workforce,Tocantins,442
2014,Q4,Outside the workforce,Maranhão,2221
2014,Q4,Outside the workforce,Piauí,1045
2014,Q4,Outside the workforce,Ceará,3270
2014,Q4,Outside the workforce,Rio Grande do Norte,1209
2014,Q4,Outside the workforce,Paraíba,1338
2014,Q4,Outside the workforce,Pernambuco,3359
2014,Q4,Outside the workforce,Alagoas,1228
2014,Q4,Outside the workforce,Sergipe,689
2014,Q4,Outside the workforce,Bahia,4378
2014,Q4,Outside the workforce,Minas Gerais,6421
2014,Q4,Outside the workforce,Espírito Santo,1161
2014,Q4,Outside the workforce,Rio de Janeiro,6065
2014,Q4,Outside the workforce,São Paulo,13279
2014,Q4,Outside the workforce,Paraná,3292
2014,Q4,Outside the workforce,Santa Catarina,1995
2014,Q4,Outside the workforce,Rio Grande do Sul,3374
2014,Q4,Outside the workforce,Mato Grosso do Sul,709
2014,Q4,Outside the workforce,Mato Grosso,898
2014,Q4,Outside the workforce,Goiás,1810
2014,Q4,Outside the workforce,Distrito Federal,806
2015,Q1,Workforce - Employed,Rondônia,756
2015,Q1,Workforce - Employed,Acre,316
2015,Q1,Workforce - Employed,Amazonas,1498
2015,Q1,Workforce - Employed,Roraima,199
2015,Q1,Workforce - Employed,Pará,3401
2015,Q1,Workforce - Employed,Amapá,306
2015,Q1,Workforce - Employed,Tocantins,615
2015,Q1,Workforce - Employed,Maranhão,2606
2015,Q1,Workforce - Employed,Piauí,1380
2015,Q1,Workforce - Employed,Ceará,3422
2015,Q1,Workforce - Employed,Rio Grande do Norte,1328
2015,Q1,Workforce - Employed,Paraíba,1583
2015,Q1,Workforce - Employed,Pernambuco,3659
2015,Q1,Workforce - Employed,Alagoas,1113
2015,Q1,Workforce - Employed,Sergipe,947
2015,Q1,Workforce - Employed,Bahia,6349
2015,Q1,Workforce - Employed,Minas Gerais,9592
2015,Q1,Workforce - Employed,Espírito Santo,1789
2015,Q1,Workforce - Employed,Rio de Janeiro,7508
2015,Q1,Workforce - Employed,São Paulo,21414
2015,Q1,Workforce - Employed,Paraná,5388
2015,Q1,Workforce - Employed,Santa Catarina,3439
2015,Q1,Workforce - Employed,Rio Grande do Sul,5622
2015,Q1,Workforce - Employed,Mato Grosso do Sul,1225
2015,Q1,Workforce - Employed,Mato Grosso,1577
2015,Q1,Workforce - Employed,Goiás,3180
2015,Q1,Workforce - Employed,Distrito Federal,1341
2015,Q1,Workforce - Unemployed,Rondônia,35
2015,Q1,Workforce - Unemployed,Acre,30
2015,Q1,Workforce - Unemployed,Amazonas,155
2015,Q1,Workforce - Unemployed,Roraima,19
2015,Q1,Workforce - Unemployed,Pará,344
2015,Q1,Workforce - Unemployed,Amapá,33
2015,Q1,Workforce - Unemployed,Tocantins,59
2015,Q1,Workforce - Unemployed,Maranhão,255
2015,Q1,Workforce - Unemployed,Piauí,115
2015,Q1,Workforce - Unemployed,Ceará,297
2015,Q1,Workforce - Unemployed,Rio Grande do Norte,172
2015,Q1,Workforce - Unemployed,Paraíba,159
2015,Q1,Workforce - Unemployed,Pernambuco,325
2015,Q1,Workforce - Unemployed,Alagoas,138
2015,Q1,Workforce - Unemployed,Sergipe,89
2015,Q1,Workforce - Unemployed,Bahia,810
2015,Q1,Workforce - Unemployed,Minas Gerais,861
2015,Q1,Workforce - Unemployed,Espírito Santo,133
2015,Q1,Workforce - Unemployed,Rio de Janeiro,526
2015,Q1,Workforce - Unemployed,São Paulo,1977
2015,Q1,Workforce - Unemployed,Paraná,302
2015,Q1,Workforce - Unemployed,Santa Catarina,139
2015,Q1,Workforce - Unemployed,Rio Grande do Sul,336
2015,Q1,Workforce - Unemployed,Mato Grosso do Sul,80
2015,Q1,Workforce - Unemployed,Mato Grosso,95
2015,Q1,Workforce - Unemployed,Goiás,238
2015,Q1,Workforce - Unemployed,Distrito Federal,162
2015,Q1,Outside the workforce,Rondônia,521
2015,Q1,Outside the workforce,Acre,239
2015,Q1,Outside the workforce,Amazonas,1047
2015,Q1,Outside the workforce,Roraima,120
2015,Q1,Outside the workforce,Pará,2304
2015,Q1,Outside the workforce,Amapá,213
2015,Q1,Outside the workforce,Tocantins,452
2015,Q1,Outside the workforce,Maranhão,2215
2015,Q1,Outside the workforce,Piauí,1041
2015,Q1,Outside the workforce,Ceará,3297
2015,Q1,Outside the workforce,Rio Grande do Norte,1211
2015,Q1,Outside the workforce,Paraíba,1313
2015,Q1,Outside the workforce,Pernambuco,3397
2015,Q1,Outside the workforce,Alagoas,1264
2015,Q1,Outside the workforce,Sergipe,698
2015,Q1,Outside the workforce,Bahia,4365
2015,Q1,Outside the workforce,Minas Gerais,6434
2015,Q1,Outside the workforce,Espírito Santo,1161
2015,Q1,Outside the workforce,Rio de Janeiro,6130
2015,Q1,Outside the workforce,São Paulo,13255
2015,Q1,Outside the workforce,Paraná,3315
2015,Q1,Outside the workforce,Santa Catarina,2000
2015,Q1,Outside the workforce,Rio Grande do Sul,3312
2015,Q1,Outside the workforce,Mato Grosso do Sul,723
2015,Q1,Outside the workforce,Mato Grosso,889
2015,Q1,Outside the workforce,Goiás,1840
2015,Q1,Outside the workforce,Distrito Federal,788
2015,Q2,Workforce - Employed,Rondônia,745
2015,Q2,Workforce - Employed,Acre,310
2015,Q2,Workforce - Employed,Amazonas,1504
2015,Q2,Workforce - Employed,Roraima,202
2015,Q2,Workforce - Employed,Pará,3410
2015,Q2,Workforce - Employed,Amapá,307
2015,Q2,Workforce - Employed,Tocantins,623
2015,Q2,Workforce - Employed,Maranhão,2603
2015,Q2,Workforce - Employed,Piauí,1401
2015,Q2,Workforce - Employed,Ceará,3434
2015,Q2,Workforce - Employed,Rio Grande do Norte,1337
2015,Q2,Workforce - Employed,Paraíba,1575
2015,Q2,Workforce - Employed,Pernambuco,3705
2015,Q2,Workforce - Employed,Alagoas,1098
2015,Q2,Workforce - Employed,Sergipe,937
2015,Q2,Workforce - Employed,Bahia,6288
2015,Q2,Workforce - Employed,Minas Gerais,9748
2015,Q2,Workforce - Employed,Espírito Santo,1821
2015,Q2,Workforce - Employed,Rio de Janeiro,7578
2015,Q2,Workforce - Employed,São Paulo,21357
2015,Q2,Workforce - Employed,Paraná,5393
2015,Q2,Workforce - Employed,Santa Catarina,3475
2015,Q2,Workforce - Employed,Rio Grande do Sul,5570
2015,Q2,Workforce - Employed,Mato Grosso do Sul,1224
2015,Q2,Workforce - Employed,Mato Grosso,1547
2015,Q2,Workforce - Employed,Goiás,3203
2015,Q2,Workforce - Employed,Distrito Federal,1356
2015,Q2,Workforce - Unemployed,Rondônia,39
2015,Q2,Workforce - Unemployed,Acre,30
2015,Q2,Workforce - Unemployed,Amazonas,157
2015,Q2,Workforce - Unemployed,Roraima,17
2015,Q2,Workforce - Unemployed,Pará,335
2015,Q2,Workforce - Unemployed,Amapá,34
2015,Q2,Workforce - Unemployed,Tocantins,51
2015,Q2,Workforce - Unemployed,Maranhão,250
2015,Q2,Workforce - Unemployed,Piauí,116
2015,Q2,Workforce - Unemployed,Ceará,332
2015,Q2,Workforce - Unemployed,Rio Grande do Norte,175
2015,Q2,Workforce - Unemployed,Paraíba,157
2015,Q2,Workforce - Unemployed,Pernambuco,370
