year,quarter,job_type,state,value
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Paraíba,351
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Pernambuco,502
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Alagoas,481
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Sergipe,643
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Bahia,485
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Minas Gerais,1085
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Espírito Santo,1157
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Rio de Janeiro,1026
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",São Paulo,1583
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Paraná,1337
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Santa Catarina,1402
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Rio Grande do Sul,1435
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Mato Grosso do Sul,1519
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Mato Grosso,1251
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Goiás,1501
2012,Q4,"Skilled workers in agriculture, forestry, hunting and fishing",Distrito Federal,2369
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rondônia,1199
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Acre,1098
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Amazonas,1060
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Roraima,996
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Pará,964
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Amapá,1048
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Tocantins,1095
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Maranhão,812
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Piauí,761
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Ceará,702
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio Grande do Norte,780
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Paraíba,773
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Pernambuco,913
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Alagoas,803
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Sergipe,802
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Bahia,852
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Minas Gerais,1126
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Espírito Santo,1290
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio de Janeiro,1186
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",São Paulo,1431
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Paraná,1369
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Santa Catarina,1379
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio Grande do Sul,1235
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Mato Grosso do Sul,1229
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Mato Grosso,1265
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Goiás,1312
2012,Q4,"Skilled workers, construction workers and artisans, mechanics and other crafts",Distrito Federal,1531
2012,Q4,Plant and machine operators and assemblers,Rondônia,1222
2012,Q4,Plant and machine operators and assemblers,Acre,1048
2012,Q4,Plant and machine operators and assemblers,Amazonas,1075
2012,Q4,Plant and machine operators and assemblers,Roraima,1254
2012,Q4,Plant and machine operators and assemblers,Pará,1014
2012,Q4,Plant and machine operators and assemblers,Amapá,1319
2012,Q4,Plant and machine operators and assemblers,Tocantins,1041
2012,Q4,Plant and machine operators and assemblers,Maranhão,914
2012,Q4,Plant and machine operators and assemblers,Piauí,836
2012,Q4,Plant and machine operators and assemblers,Ceará,802
2012,Q4,Plant and machine operators and assemblers,Rio Grande do Norte,819
2012,Q4,Plant and machine operators and assemblers,Paraíba,792
2012,Q4,Plant and machine operators and assemblers,Pernambuco,887
2012,Q4,Plant and machine operators and assemblers,Alagoas,870
2012,Q4,Plant and machine operators and assemblers,Sergipe,982
2012,Q4,Plant and machine operators and assemblers,Bahia,1061
2012,Q4,Plant and machine operators and assemblers,Minas Gerais,1229
2012,Q4,Plant and machine operators and assemblers,Espírito Santo,1339
2012,Q4,Plant and machine operators and assemblers,Rio de Janeiro,1312
2012,Q4,Plant and machine operators and assemblers,São Paulo,1409
2012,Q4,Plant and machine operators and assemblers,Paraná,1324
2012,Q4,Plant and machine operators and assemblers,Santa Catarina,1333
2012,Q4,Plant and machine operators and assemblers,Rio Grande do Sul,1320
2012,Q4,Plant and machine operators and assemblers,Mato Grosso do Sul,1275
2012,Q4,Plant and machine operators and assemblers,Mato Grosso,1496
2012,Q4,Plant and machine operators and assemblers,Goiás,1237
2012,Q4,Plant and machine operators and assemblers,Distrito Federal,1780
2012,Q4,Elementary occupations,Rondônia,667
2012,Q4,Elementary occupations,Acre,609
2012,Q4,Elementary occupations,Amazonas,643
2012,Q4,Elementary occupations,Roraima,749
2012,Q4,Elementary occupations,Pará,589
2012,Q4,Elementary occupations,Amapá,667
2012,Q4,Elementary occupations,Tocantins,605
2012,Q4,Elementary occupations,Maranhão,399
2012,Q4,Elementary occupations,Piauí,374
2012,Q4,Elementary occupations,Ceará,469
2012,Q4,Elementary occupations,Rio Grande do Norte,533
2012,Q4,Elementary occupations,Paraíba,472
2012,Q4,Elementary occupations,Pernambuco,545
2012,Q4,Elementary occupations,Alagoas,530
2012,Q4,Elementary occupations,Sergipe,472
2012,Q4,Elementary occupations,Bahia,455
2012,Q4,Elementary occupations,Minas Gerais,647
2012,Q4,Elementary occupations,Espírito Santo,758
2012,Q4,Elementary occupations,Rio de Janeiro,760
2012,Q4,Elementary occupations,São Paulo,823
2012,Q4,Elementary occupations,Paraná,776
2012,Q4,Elementary occupations,Santa Catarina,891
2012,Q4,Elementary occupations,Rio Grande do Sul,740
2012,Q4,Elementary occupations,Mato Grosso do Sul,739
2012,Q4,Elementary occupations,Mato Grosso,797
2012,Q4,Elementary occupations,Goiás,721
2012,Q4,Elementary occupations,Distrito Federal,893
2012,Q4,"Members of the armed forces, police and military firefighters",Rondônia,2338
2012,Q4,"Members of the armed forces, police and military firefighters",Acre,2901
2012,Q4,"Members of the armed forces, police and military firefighters",Amazonas,2791
2012,Q4,"Members of the armed forces, police and military firefighters",Roraima,2364
2012,Q4,"Members of the armed forces, police and military firefighters",Pará,2643
2012,Q4,"Members of the armed forces, police and military firefighters",Amapá,3710
2012,Q4,"Members of the armed forces, police and military firefighters",Tocantins,3817
2012,Q4,"Members of the armed forces, police and military firefighters",Maranhão,2570
2012,Q4,"Members of the armed forces, police and military firefighters",Piauí,2116
2012,Q4,"Members of the armed forces, police and military firefighters",Ceará,2905
2012,Q4,"Members of the armed forces, police and military firefighters",Rio Grande do Norte,2121
2012,Q4,"Members of the armed forces, police and military firefighters",Paraíba,2576
2012,Q4,"Members of the armed forces, police and military firefighters",Pernambuco,2750
2012,Q4,"Members of the armed forces, police and military firefighters",Alagoas,2842
2012,Q4,"Members of the armed forces, police and military firefighters",Sergipe,3851
2012,Q4,"Members of the armed forces, police and military firefighters",Bahia,2445
2012,Q4,"Members of the armed forces, police and military firefighters",Minas Gerais,3289
2012,Q4,"Members of the armed forces, police and military firefighters",Espírito Santo,3119
2012,Q4,"Members of the armed forces, police and military firefighters",Rio de Janeiro,2615
2012,Q4,"Members of the armed forces, police and military firefighters",São Paulo,2759
2012,Q4,"Members of the armed forces, police and military firefighters",Paraná,2871
2012,Q4,"Members of the armed forces, police and military firefighters",Santa Catarina,2183
2012,Q4,"Members of the armed forces, police and military firefighters",Rio Grande do Sul,2677
2012,Q4,"Members of the armed forces, police and military firefighters",Mato Grosso do Sul,2059
2012,Q4,"Members of the armed forces, police and military firefighters",Mato Grosso,4228
2012,Q4,"Members of the armed forces, police and military firefighters",Goiás,2794
2012,Q4,"Members of the armed forces, police and military firefighters",Distrito Federal,5189
2012,Q4,Ill-defined occupations,Rondônia,1778
2012,Q4,Ill-defined occupations,Acre,1221
2012,Q4,Ill-defined occupations,Amazonas,1857
2012,Q4,Ill-defined occupations,Roraima,1712
2012,Q4,Ill-defined occupations,Pará,532
2012,Q4,Ill-defined occupations,Amapá,768
2012,Q4,Ill-defined occupations,Tocantins,991
2012,Q4,Ill-defined occupations,Maranhão,1389
2012,Q4,Ill-defined occupations,Piauí,716
2012,Q4,Ill-defined occupations,Ceará,2265
2012,Q4,Ill-defined occupations,Rio Grande do Norte,2058
2012,Q4,Ill-defined occupations,Paraíba,1396
2012,Q4,Ill-defined occupations,Pernambuco,4055
2012,Q4,Ill-defined occupations,Alagoas,2382
2012,Q4,Ill-defined occupations,Sergipe,1025
2012,Q4,Ill-defined occupations,Bahia,872
2012,Q4,Ill-defined occupations,Minas Gerais,946
2012,Q4,Ill-defined occupations,Espírito Santo,1540
2012,Q4,Ill-defined occupations,Rio de Janeiro,1553
2012,Q4,Ill-defined occupations,São Paulo,2221
2012,Q4,Ill-defined occupations,Paraná,1204
2012,Q4,Ill-defined occupations,Santa Catarina,1125
2012,Q4,Ill-defined occupations,Rio Grande do Sul,925
2012,Q4,Ill-defined occupations,Mato Grosso do Sul,2538
2012,Q4,Ill-defined occupations,Mato Grosso,1059
2012,Q4,Ill-defined occupations,Goiás,865
2012,Q4,Ill-defined occupations,Distrito Federal,2175
2013,Q1,Directors and managers,Rondônia,2503
2013,Q1,Directors and managers,Acre,2806
2013,Q1,Directors and managers,Amazonas,4074
2013,Q1,Directors and managers,Roraima,3028
2013,Q1,Directors and managers,Pará,2567
2013,Q1,Directors and managers,Amapá,2841
2013,Q1,Directors and managers,Tocantins,2691
2013,Q1,Directors and managers,Maranhão,2053
2013,Q1,Directors and managers,Piauí,2104
2013,Q1,Directors and managers,Ceará,2636
2013,Q1,Directors and managers,Rio Grande do Norte,1996
2013,Q1,Directors and managers,Paraíba,1721
2013,Q1,Directors and managers,Pernambuco,3087
2013,Q1,Directors and managers,Alagoas,2160
2013,Q1,Directors and managers,Sergipe,2591
2013,Q1,Directors and managers,Bahia,2472
2013,Q1,Directors and managers,Minas Gerais,3196
2013,Q1,Directors and managers,Espírito Santo,3125
2013,Q1,Directors and managers,Rio de Janeiro,3162
2013,Q1,Directors and managers,São Paulo,5032
2013,Q1,Directors and managers,Paraná,3549
2013,Q1,Directors and managers,Santa Catarina,3007
2013,Q1,Directors and managers,Rio Grande do Sul,3763
2013,Q1,Directors and managers,Mato Grosso do Sul,2891
2013,Q1,Directors and managers,Mato Grosso,3682
2013,Q1,Directors and managers,Goiás,3008
2013,Q1,Directors and managers,Distrito Federal,5740
2013,Q1,Science and intellection professions,Rondônia,2694
2013,Q1,Science and intellection professions,Acre,2813
2013,Q1,Science and intellection professions,Amazonas,3143
2013,Q1,Science and intellection professions,Roraima,3513
2013,Q1,Science and intellection professions,Pará,2408
2013,Q1,Science and intellection professions,Amapá,2613
2013,Q1,Science and intellection professions,Tocantins,2972
2013,Q1,Science and intellection professions,Maranhão,1949
2013,Q1,Science and intellection professions,Piauí,2289
2013,Q1,Science and intellection professions,Ceará,2271
2013,Q1,Science and intellection professions,Rio Grande do Norte,2359
2013,Q1,Science and intellection professions,Paraíba,2080
2013,Q1,Science and intellection professions,Pernambuco,3075
2013,Q1,Science and intellection professions,Alagoas,1976
2013,Q1,Science and intellection professions,Sergipe,3075
2013,Q1,Science and intellection professions,Bahia,2586
2013,Q1,Science and intellection professions,Minas Gerais,3111
2013,Q1,Science and intellection professions,Espírito Santo,2945
2013,Q1,Science and intellection professions,Rio de Janeiro,3515
2013,Q1,Science and intellection professions,São Paulo,3855
2013,Q1,Science and intellection professions,Paraná,3078
2013,Q1,Science and intellection professions,Santa Catarina,3006
2013,Q1,Science and intellection professions,Rio Grande do Sul,3359
2013,Q1,Science and intellection professions,Mato Grosso do Sul,2904
2013,Q1,Science and intellection professions,Mato Grosso,3090
2013,Q1,Science and intellection professions,Goiás,3153
2013,Q1,Science and intellection professions,Distrito Federal,6425
2013,Q1,Midlevel technicians and professionals,Rondônia,1864
2013,Q1,Midlevel technicians and professionals,Acre,2008
2013,Q1,Midlevel technicians and professionals,Amazonas,1651
2013,Q1,Midlevel technicians and professionals,Roraima,2092
2013,Q1,Midlevel technicians and professionals,Pará,1790
2013,Q1,Midlevel technicians and professionals,Amapá,1803
2013,Q1,Midlevel technicians and professionals,Tocantins,1902
2013,Q1,Midlevel technicians and professionals,Maranhão,1210
2013,Q1,Midlevel technicians and professionals,Piauí,1594
2013,Q1,Midlevel technicians and professionals,Ceará,1661
2013,Q1,Midlevel technicians and professionals,Rio Grande do Norte,1478
2013,Q1,Midlevel technicians and professionals,Paraíba,1451
2013,Q1,Midlevel technicians and professionals,Pernambuco,1971
2013,Q1,Midlevel technicians and professionals,Alagoas,1621
2013,Q1,Midlevel technicians and professionals,Sergipe,2096
2013,Q1,Midlevel technicians and professionals,Bahia,1590
2013,Q1,Midlevel technicians and professionals,Minas Gerais,1810
2013,Q1,Midlevel technicians and professionals,Espírito Santo,1960
2013,Q1,Midlevel technicians and professionals,Rio de Janeiro,2011
2013,Q1,Midlevel technicians and professionals,São Paulo,2262
2013,Q1,Midlevel technicians and professionals,Paraná,2016
2013,Q1,Midlevel technicians and professionals,Santa Catarina,1993
2013,Q1,Midlevel technicians and professionals,Rio Grande do Sul,2070
2013,Q1,Midlevel technicians and professionals,Mato Grosso do Sul,1981
2013,Q1,Midlevel technicians and professionals,Mato Grosso,2084
2013,Q1,Midlevel technicians and professionals,Goiás,1938
2013,Q1,Midlevel technicians and professionals,Distrito Federal,3664
2013,Q1,Administrative support workers,Rondônia,1354
2013,Q1,Administrative support workers,Acre,1370
2013,Q1,Administrative support workers,Amazonas,1127
2013,Q1,Administrative support workers,Roraima,1655
2013,Q1,Administrative support workers,Pará,1106
2013,Q1,Administrative support workers,Amapá,1598
2013,Q1,Administrative support workers,Tocantins,1298
2013,Q1,Administrative support workers,Maranhão,960
2013,Q1,Administrative support workers,Piauí,1211
2013,Q1,Administrative support workers,Ceará,1006
2013,Q1,Administrative support workers,Rio Grande do Norte,1167
2013,Q1,Administrative support workers,Paraíba,1019
2013,Q1,Administrative support workers,Pernambuco,1138
2013,Q1,Administrative support workers,Alagoas,1125
2013,Q1,Administrative support workers,Sergipe,1069
2013,Q1,Administrative support workers,Bahia,1087
2013,Q1,Administrative support workers,Minas Gerais,1114
2013,Q1,Administrative support workers,Espírito Santo,1155
2013,Q1,Administrative support workers,Rio de Janeiro,1335
2013,Q1,Administrative support workers,São Paulo,1301
2013,Q1,Administrative support workers,Paraná,1340
2013,Q1,Administrative support workers,Santa Catarina,1337
2013,Q1,Administrative support workers,Rio Grande do Sul,1366
2013,Q1,Administrative support workers,Mato Grosso do Sul,1185
2013,Q1,Administrative support workers,Mato Grosso,1309
2013,Q1,Administrative support workers,Goiás,1134
2013,Q1,Administrative support workers,Distrito Federal,2451
2013,Q1,"Service workers, sellers of trades and markets",Rondônia,1206
2013,Q1,"Service workers, sellers of trades and markets",Acre,1129
2013,Q1,"Service workers, sellers of trades and markets",Amazonas,1042
2013,Q1,"Service workers, sellers of trades and markets",Roraima,1193
2013,Q1,"Service workers, sellers of trades and markets",Pará,851
2013,Q1,"Service workers, sellers of trades and markets",Amapá,1180
2013,Q1,"Service workers, sellers of trades and markets",Tocantins,1136
2013,Q1,"Service workers, sellers of trades and markets",Maranhão,897
2013,Q1,"Service workers, sellers of trades and markets",Piauí,833
2013,Q1,"Service workers, sellers of trades and markets",Ceará,964
2013,Q1,"Service workers, sellers of trades and markets",Rio Grande do Norte,937
2013,Q1,"Service workers, sellers of trades and markets",Paraíba,723
2013,Q1,"Service workers, sellers of trades and markets",Pernambuco,978
2013,Q1,"Service workers, sellers of trades and markets",Alagoas,882
2013,Q1,"Service workers, sellers of trades and markets",Sergipe,851
2013,Q1,"Service workers, sellers of trades and markets",Bahia,805
2013,Q1,"Service workers, sellers of trades and markets",Minas Gerais,1001
2013,Q1,"Service workers, sellers of trades and markets",Espírito Santo,1252
2013,Q1,"Service workers, sellers of trades and markets",Rio de Janeiro,1177
2013,Q1,"Service workers, sellers of trades and markets",São Paulo,1363
2013,Q1,"Service workers, sellers of trades and markets",Paraná,1249
2013,Q1,"Service workers, sellers of trades and markets",Santa Catarina,1348
2013,Q1,"Service workers, sellers of trades and markets",Rio Grande do Sul,1125
2013,Q1,"Service workers, sellers of trades and markets",Mato Grosso do Sul,1112
2013,Q1,"Service workers, sellers of trades and markets",Mato Grosso,1123
2013,Q1,"Service workers, sellers of trades and markets",Goiás,1374
2013,Q1,"Service workers, sellers of trades and markets",Distrito Federal,1659
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Rondônia,874
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Acre,574
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Amazonas,533
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Roraima,781
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Pará,566
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Amapá,506
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Tocantins,835
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Maranhão,426
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Piauí,202
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Ceará,309
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Rio Grande do Norte,479
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Paraíba,384
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Pernambuco,510
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Alagoas,500
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Sergipe,510
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Bahia,467
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Minas Gerais,1075
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Espírito Santo,1051
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Rio de Janeiro,1025
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",São Paulo,1431
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Paraná,1418
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Santa Catarina,1490
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Rio Grande do Sul,1557
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Mato Grosso do Sul,1615
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Mato Grosso,1482
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Goiás,1573
2013,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Distrito Federal,1970
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rondônia,1211
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Acre,1032
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Amazonas,1088
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Roraima,1030
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Pará,989
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Amapá,1092
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Tocantins,999
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Maranhão,854
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Piauí,801
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Ceará,737
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio Grande do Norte,854
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Paraíba,772
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Pernambuco,962
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Alagoas,836
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Sergipe,890
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Bahia,899
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Minas Gerais,1203
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Espírito Santo,1265
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio de Janeiro,1271
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",São Paulo,1477
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Paraná,1417
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Santa Catarina,1439
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio Grande do Sul,1254
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Mato Grosso do Sul,1260
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Mato Grosso,1333
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Goiás,1338
2013,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Distrito Federal,1524
2013,Q1,Plant and machine operators and assemblers,Rondônia,1321
2013,Q1,Plant and machine operators and assemblers,Acre,982
2013,Q1,Plant and machine operators and assemblers,Amazonas,1054
2013,Q1,Plant and machine operators and assemblers,Roraima,1420
2013,Q1,Plant and machine operators and assemblers,Pará,1039
2013,Q1,Plant and machine operators and assemblers,Amapá,1264
2013,Q1,Plant and machine operators and assemblers,Tocantins,1204
2013,Q1,Plant and machine operators and assemblers,Maranhão,914
2013,Q1,Plant and machine operators and assemblers,Piauí,953
2013,Q1,Plant and machine operators and assemblers,Ceará,823
2013,Q1,Plant and machine operators and assemblers,Rio Grande do Norte,837
2013,Q1,Plant and machine operators and assemblers,Paraíba,796
2013,Q1,Plant and machine operators and assemblers,Pernambuco,900
2013,Q1,Plant and machine operators and assemblers,Alagoas,946
2013,Q1,Plant and machine operators and assemblers,Sergipe,939
2013,Q1,Plant and machine operators and assemblers,Bahia,1035
2013,Q1,Plant and machine operators and assemblers,Minas Gerais,1240
2013,Q1,Plant and machine operators and assemblers,Espírito Santo,1331
2013,Q1,Plant and machine operators and assemblers,Rio de Janeiro,1301
2013,Q1,Plant and machine operators and assemblers,São Paulo,1406
2013,Q1,Plant and machine operators and assemblers,Paraná,1379
2013,Q1,Plant and machine operators and assemblers,Santa Catarina,1375
2013,Q1,Plant and machine operators and assemblers,Rio Grande do Sul,1385
2013,Q1,Plant and machine operators and assemblers,Mato Grosso do Sul,1302
2013,Q1,Plant and machine operators and assemblers,Mato Grosso,1490
2013,Q1,Plant and machine operators and assemblers,Goiás,1340
2013,Q1,Plant and machine operators and assemblers,Distrito Federal,1407
2013,Q1,Elementary occupations,Rondônia,696
2013,Q1,Elementary occupations,Acre,639
2013,Q1,Elementary occupations,Amazonas,702
2013,Q1,Elementary occupations,Roraima,722
2013,Q1,Elementary occupations,Pará,559
2013,Q1,Elementary occupations,Amapá,665
2013,Q1,Elementary occupations,Tocantins,598
2013,Q1,Elementary occupations,Maranhão,416
2013,Q1,Elementary occupations,Piauí,389
2013,Q1,Elementary occupations,Ceará,474
2013,Q1,Elementary occupations,Rio Grande do Norte,554
2013,Q1,Elementary occupations,Paraíba,488
2013,Q1,Elementary occupations,Pernambuco,585
2013,Q1,Elementary occupations,Alagoas,559
2013,Q1,Elementary occupations,Sergipe,497
2013,Q1,Elementary occupations,Bahia,476
2013,Q1,Elementary occupations,Minas Gerais,672
2013,Q1,Elementary occupations,Espírito Santo,804
2013,Q1,Elementary occupations,Rio de Janeiro,786
2013,Q1,Elementary occupations,São Paulo,836
2013,Q1,Elementary occupations,Paraná,833
2013,Q1,Elementary occupations,Santa Catarina,902
2013,Q1,Elementary occupations,Rio Grande do Sul,753
2013,Q1,Elementary occupations,Mato Grosso do Sul,714
2013,Q1,Elementary occupations,Mato Grosso,828
2013,Q1,Elementary occupations,Goiás,744
2013,Q1,Elementary occupations,Distrito Federal,965
2013,Q1,"Members of the armed forces, police and military firefighters",Rondônia,2353
2013,Q1,"Members of the armed forces, police and military firefighters",Acre,3070
2013,Q1,"Members of the armed forces, police and military firefighters",Amazonas,2780
2013,Q1,"Members of the armed forces, police and military firefighters",Roraima,3620
2013,Q1,"Members of the armed forces, police and military firefighters",Pará,2571
2013,Q1,"Members of the armed forces, police and military firefighters",Amapá,3399
2013,Q1,"Members of the armed forces, police and military firefighters",Tocantins,4472
2013,Q1,"Members of the armed forces, police and military firefighters",Maranhão,2507
2013,Q1,"Members of the armed forces, police and military firefighters",Piauí,2345
2013,Q1,"Members of the armed forces, police and military firefighters",Ceará,3734
2013,Q1,"Members of the armed forces, police and military firefighters",Rio Grande do Norte,2854
2013,Q1,"Members of the armed forces, police and military firefighters",Paraíba,2796
2013,Q1,"Members of the armed forces, police and military firefighters",Pernambuco,3189
2013,Q1,"Members of the armed forces, police and military firefighters",Alagoas,3667
2013,Q1,"Members of the armed forces, police and military firefighters",Sergipe,3696
2013,Q1,"Members of the armed forces, police and military firefighters",Bahia,2349
2013,Q1,"Members of the armed forces, police and military firefighters",Minas Gerais,3138
2013,Q1,"Members of the armed forces, police and military firefighters",Espírito Santo,2971
2013,Q1,"Members of the armed forces, police and military firefighters",Rio de Janeiro,2665
2013,Q1,"Members of the armed forces, police and military firefighters",São Paulo,2571
2013,Q1,"Members of the armed forces, police and military firefighters",Paraná,2859
2013,Q1,"Members of the armed forces, police and military firefighters",Santa Catarina,2223
2013,Q1,"Members of the armed forces, police and military firefighters",Rio Grande do Sul,2700
2013,Q1,"Members of the armed forces, police and military firefighters",Mato Grosso do Sul,2268
2013,Q1,"Members of the armed forces, police and military firefighters",Mato Grosso,2473
2013,Q1,"Members of the armed forces, police and military firefighters",Goiás,3329
2013,Q1,"Members of the armed forces, police and military firefighters",Distrito Federal,4719
2013,Q1,Ill-defined occupations,Rondônia,2922
2013,Q1,Ill-defined occupations,Acre,1978
2013,Q1,Ill-defined occupations,Amazonas,4573
2013,Q1,Ill-defined occupations,Roraima,863
2013,Q1,Ill-defined occupations,Pará,568
2013,Q1,Ill-defined occupations,Amapá,1161
2013,Q1,Ill-defined occupations,Tocantins,1954
2013,Q1,Ill-defined occupations,Maranhão,1572
2013,Q1,Ill-defined occupations,Piauí,1539
2013,Q1,Ill-defined occupations,Ceará,632
2013,Q1,Ill-defined occupations,Rio Grande do Norte,1709
2013,Q1,Ill-defined occupations,Paraíba,2211
2013,Q1,Ill-defined occupations,Pernambuco,2936
2013,Q1,Ill-defined occupations,Alagoas,1451
2013,Q1,Ill-defined occupations,Sergipe,1301
2013,Q1,Ill-defined occupations,Bahia,519
2013,Q1,Ill-defined occupations,Minas Gerais,1127
2013,Q1,Ill-defined occupations,Espírito Santo,1556
2013,Q1,Ill-defined occupations,Rio de Janeiro,2032
2013,Q1,Ill-defined occupations,São Paulo,1736
2013,Q1,Ill-defined occupations,Paraná,1578
2013,Q1,Ill-defined occupations,Santa Catarina,864
2013,Q1,Ill-defined occupations,Rio Grande do Sul,796
2013,Q1,Ill-defined occupations,Mato Grosso do Sul,2115
2013,Q1,Ill-defined occupations,Mato Grosso,1117
